id,name,fullname,name-revised,fullname-revised
WOS:000282646300001,"Schrider, DR|Hahn, MW","Schrider, Daniel R.|Hahn, Matthew W.","Schrider, DR|Hahn, MW","Schrider, Daniel R.|Hahn, Matthew W."
WOS:000282667700001,"Fox, G","Fox, Geoffrey","Fox, GC","Fox, Geoffrey C."
WOS:000282786000003,"Rho, MN|Schaack, S|Gao, XA|Kim, S|Lynch, M|Tang, HX","Rho, Mina|Schaack, Sarah|Gao, Xiang|Kim, Sun|Lynch, Michael|Tang, Haixu","Rho, MN|Schaack, S|Gao, XA|Kim, S|Lynch, M|Tang, HX","Rho, Mina|Schaack, Sarah|Gao, Xiang|Kim, Sun|Lynch, Michael|Tang, Haixu X."
WOS:000282807400026,"Toups, MA|Hahn, MW","Toups, Melissa A.|Hahn, Matthew W.","Toups, MA|Hahn, MW","Toups, Melissa A.|Hahn, Matthew W."
WOS:000283116600004,"Zhong, CC|Tang, HX|Zhang, SJ","Zhong, Cuncong|Tang, Haixu|Zhang, Shaojie","Zhong, CC|Tang, HX|Zhang, SJ","Zhong, Cuncong|Tang, Haixu X.|Zhang, Shaojie"
WOS:000283509500018,"Falk-Krzesinski, HJ|Borner, K|Contractor, N|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Falk-Krzesinski, Holly J.|Boerner, Katy|Contractor, Noshir|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian","Falk-Krzesinski, HJ|Borner, K|Contractor, N|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Falk-Krzesinski, Holly J.|Borner, Katy|Contractor, Noshir|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian"
WOS:000283546700010,"Pallickara, S|Ekanayake, J|Fox, G","Pallickara, Shrideep|Ekanayake, Jaliya|Fox, Geoffrey","Pallickara, S|Ekanayake, J|Fox, GC","Pallickara, Shrideep|Ekanayake, Jaliya|Fox, Geoffrey C."
WOS:000283546700013,"Ekanayake, J|Qiu, XH|Gunarathne, T|Beason, S|Fox, G","Ekanayake, Jaliya|Qiu, Xiaohong|Gunarathne, Thilina|Beason, Scott|Fox, Geoffrey","Ekanayake, J|Qiu, XH|Gunarathne, T|Beason, S|Fox, GC","Ekanayake, Jaliya|Qiu, Xiaohong|Gunarathne, Thilina|Beason, Scott|Fox, Geoffrey C."
WOS:000284007800008,"Oh, S|Aktas, M|Fox, GC","Oh, Sangyoon|Aktas, Mehmet|Fox, Geoffrey C.","Oh, S|Aktas, M|Fox, GC","Oh, Sangyoon|Aktas, Mehmet|Fox, Geoffrey C."
WOS:000284165100008,"Rho, MN|Tang, HX|Ye, YZ","Rho, Mina|Tang, Haixu|Ye, Yuzhen","Rho, MN|Tang, HX|Ye, YZ","Rho, Mina|Tang, Haixu X.|Ye, Yuzhen"
WOS:000284854200046,"Ding, Y|Sun, YY|Chen, B|Borner, K|Ding, L|Wild, D|Wu, M|DiFranzo, D|Fuenzalida, AG|Li, DF|Milojevic, S|Chen, SS|Sankaranarayanan, M|Toma, I","Ding, Ying|Sun, Yuyin|Chen, Bin|Borner, Katy|Ding, Li|Wild, David|Wu, Melanie|DiFranzo, Dominic|Fuenzalida, Alvaro Graves|Li, Daifeng|Milojevic, Stasa|Chen, ShanShan|Sankaranarayanan, Madhuvanthi|Toma, Ioan","Ding, Y|Sun, YY|Chen, B|Borner, K|Ding, L|Wild, D|Wu, M|DiFranzo, D|Fuenzalida, AG|Li, DF|Milojevic, S|Chen, SS|Sankaranarayanan, M|Toma, I","Ding, Ying|Sun, Yuyin|Chen, Bin|Borner, Katy|Ding, Li|Wild, David|Wu, Melanie|DiFranzo, Dominic|Fuenzalida, Alvaro Graves|Li, Daifeng|Milojevic, Stasa|Chen, ShanShan|Sankaranarayanan, Madhuvanthi|Toma, Ioan"
WOS:000284856200018,"Li, YF|Arnold, RJ|Tang, HX|Radivojac, P","Li, Yong Fuga|Arnold, Randy J.|Tang, Haixu|Radivojac, Predrag","Li, YF|Arnold, RJ|Tang, HX|Radivojac, P","Li, Yong Fuga|Arnold, Randy J.|Tang, Haixu X.|Radivojac, Predrag"
WOS:000285044800152,"Leake, D|Maguitman, A|Reichherzer, T","Leake, David|Maguitman, Ana|Reichherzer, Thomas","Leake, DB|Maguitman, A|Reichherzer, T","Leake, David B.|Maguitman, Ana|Reichherzer, Thomas"
WOS:000285626000002,"Wagner, CS|Roessner, JD|Bobb, K|Klein, JT|Boyack, KW|Keyton, J|Rafols, I|Borner, K","Wagner, Caroline S.|Roessner, J. David|Bobb, Kamau|Klein, Julie Thompson|Boyack, Kevin W.|Keyton, Joann|Rafols, Ismael|Boerner, Katy","Wagner, CS|Roessner, JD|Bobb, K|Klein, JT|Boyack, KW|Keyton, J|Rafols, I|Borner, K","Wagner, Caroline S.|Roessner, J. David|Bobb, Kamau|Klein, Julie Thompson|Boyack, Kevin W.|Keyton, Joann|Rafols, Ismael|Borner, Katy"
WOS:000285626000010,"Bollen, J|Fox, G|Singhal, PR","Bollen, Johan|Fox, Geoffrey|Singhal, Prashant Raj","Bollen, J|Fox, GC|Singhal, PR","Bollen, Johan|Fox, Geoffrey C.|Singhal, Prashant Raj"
WOS:000285684200020,"Crandall, DJ|Backstrom, L|Cosley, D|Suri, S|Huttenlocher, D|Kleinberg, J","Crandall, David J.|Backstrom, Lars|Cosley, Dan|Suri, Siddharth|Huttenlocher, Daniel|Kleinberg, Jon","Crandall, DJ|Backstrom, L|Cosley, D|Suri, S|Huttenlocher, D|Kleinberg, J","Crandall, David J.|Backstrom, Lars|Cosley, Dan|Suri, Siddharth|Huttenlocher, Daniel|Kleinberg, Jon"
WOS:000286006703422,"Huber, LL|Camp, J|Connelly, K|Shankar, K|Caine, K|Hazlewood, W|Zimmerman, Z","Huber, L. Lorenzen|Camp, J.|Connelly, K.|Shankar, K.|Caine, K.|Hazlewood, W.|Zimmerman, Z.","Huber, LL|Camp, J|Connelly, KH|Shankar, K|Caine, K|Hazlewood, W|Zimmerman, Z","Huber, L. Lorenzen|Camp, J.|Connelly, Kay H.|Shankar, K.|Caine, K.|Hazlewood, W.|Zimmerman, Z."
WOS:000286090000006,"Kojima, I|Aida, K|Fox, G|Hong, NC|Ohishi, M","Kojima, Isao|Aida, Kento|Fox, Geoffrey|Hong, Neil Chue|Ohishi, Masatoshi","Kojima, I|Aida, K|Fox, GC|Hong, NC|Ohishi, M","Kojima, Isao|Aida, Kento|Fox, Geoffrey C.|Hong, Neil Chue|Ohishi, Masatoshi"
WOS:000286596500032,"Locke, DP|Hillier, LW|Warren, WC|Worley, KC|Nazareth, LV|Muzny, DM|Yang, SP|Wang, ZY|Chinwalla, AT|Minx, P|Mitreva, M|Cook, L|Delehaunty, KD|Fronick, C|Schmidt, H|Fulton, LA|Fulton, RS|Nelson, JO|Magrini, V|Pohl, C|Graves, TA|Markovic, C|Cree, A|Dinh, HH|Hume, J|Kovar, CL|Fowler, GR|Lunter, G|Meader, S|Heger, A|Ponting, CP|Marques-Bonet, T|Alkan, C|Chen, L|Cheng, Z|Kidd, JM|Eichler, EE|White, S|Searle, S|Vilella, AJ|Chen, YA|Flicek, P|Ma, JA|Raney, B|Suh, B|Burhans, R|Herrero, J|Haussler, D|Faria, R|Fernando, O|Darre, F|Farre, D|Gazave, E|Oliva, M|Navarro, A|Roberto, R|Capozzi, O|Archidiacono, N|Della Valle, G|Purgato, S|Rocchi, M|Konkel, MK|Walker, JA|Ullmer, B|Batzer, MA|Smit, AFA|Hubley, R|Casola, C|Schrider, DR|Hahn, MW|Quesada, V|Puente, XS|Ordonez, GR|Lopez-Otin, C|Vinar, T|Brejova, B|Ratan, A|Harris, RS|Miller, W|Kosiol, C|Lawson, HA|Taliwal, V|Martins, AL|Siepel, A|RoyChoudhury, A|Ma, X|Degenhardt, J|Bustamante, CD|Gutenkunst, RN|Mailund, T|Dutheil, JY|Hobolth, A|Schierup, MH|Ryder, OA|Yoshinaga, Y|de Jong, PJ|Weinstock, GM|Rogers, J|Mardis, ER|Gibbs, RA|Wilson, RK","Locke, Devin P.|Hillier, LaDeana W.|Warren, Wesley C.|Worley, Kim C.|Nazareth, Lynne V.|Muzny, Donna M.|Yang, Shiaw-Pyng|Wang, Zhengyuan|Chinwalla, Asif T.|Minx, Pat|Mitreva, Makedonka|Cook, Lisa|Delehaunty, Kim D.|Fronick, Catrina|Schmidt, Heather|Fulton, Lucinda A.|Fulton, Robert S.|Nelson, Joanne O.|Magrini, Vincent|Pohl, Craig|Graves, Tina A.|Markovic, Chris|Cree, Andy|Dinh, Huyen H.|Hume, Jennifer|Kovar, Christie L.|Fowler, Gerald R.|Lunter, Gerton|Meader, Stephen|Heger, Andreas|Ponting, Chris P.|Marques-Bonet, Tomas|Alkan, Can|Chen, Lin|Cheng, Ze|Kidd, Jeffrey M.|Eichler, Evan E.|White, Simon|Searle, Stephen|Vilella, Albert J.|Chen, Yuan|Flicek, Paul|Ma, Jian|Raney, Brian|Suh, Bernard|Burhans, Richard|Herrero, Javier|Haussler, David|Faria, Rui|Fernando, Olga|Darre, Fleur|Farre, Domenec|Gazave, Elodie|Oliva, Meritxell|Navarro, Arcadi|Roberto, Roberta|Capozzi, Oronzo|Archidiacono, Nicoletta|Della Valle, Giuliano|Purgato, Stefania|Rocchi, Mariano|Konkel, Miriam K.|Walker, Jerilyn A.|Ullmer, Brygg|Batzer, Mark A.|Smit, Arian F. A.|Hubley, Robert|Casola, Claudio|Schrider, Daniel R.|Hahn, Matthew W.|Quesada, Victor|Puente, Xose S.|Ordonez, Gonzalo R.|Lopez-Otin, Carlos|Vinar, Tomas|Brejova, Brona|Ratan, Aakrosh|Harris, Robert S.|Miller, Webb|Kosiol, Carolin|Lawson, Heather A.|Taliwal, Vikas|Martins, Andre L.|Siepel, Adam|RoyChoudhury, Arindam|Ma, Xin|Degenhardt, Jeremiah|Bustamante, Carlos D.|Gutenkunst, Ryan N.|Mailund, Thomas|Dutheil, Julien Y.|Hobolth, Asger|Schierup, Mikkel H.|Ryder, Oliver A.|Yoshinaga, Yuko|de Jong, Pieter J.|Weinstock, George M.|Rogers, Jeffrey|Mardis, Elaine R.|Gibbs, Richard A.|Wilson, Richard K.","Locke, DP|Hillier, LW|Warren, WC|Worley, KC|Nazareth, LV|Muzny, DM|Yang, SP|Wang, ZY|Chinwalla, AT|Minx, P|Mitreva, M|Cook, L|Delehaunty, KD|Fronick, C|Schmidt, H|Fulton, LA|Fulton, RS|Nelson, JO|Magrini, V|Pohl, C|Graves, TA|Markovic, C|Cree, A|Dinh, HH|Hume, J|Kovar, CL|Fowler, GR|Lunter, G|Meader, S|Heger, A|Ponting, CP|Marques-Bonet, T|Alkan, C|Chen, L|Cheng, Z|Kidd, JM|Eichler, EE|White, S|Searle, S|Vilella, AJ|Chen, YA|Flicek, P|Ma, JA|Raney, B|Suh, B|Burhans, R|Herrero, J|Haussler, D|Faria, R|Fernando, O|Darre, F|Farre, D|Gazave, E|Oliva, M|Navarro, A|Roberto, R|Capozzi, O|Archidiacono, N|Della Valle, G|Purgato, S|Rocchi, M|Konkel, MK|Walker, JA|Ullmer, B|Batzer, MA|Smit, AFA|Hubley, R|Casola, C|Schrider, DR|Hahn, MW|Quesada, V|Puente, XS|Ordonez, GR|Lopez-Otin, C|Vinar, T|Brejova, B|Ratan, A|Harris, RS|Miller, W|Kosiol, C|Lawson, HA|Taliwal, V|Martins, AL|Siepel, A|RoyChoudhury, A|Ma, X|Degenhardt, J|Bustamante, CD|Gutenkunst, RN|Mailund, T|Dutheil, JY|Hobolth, A|Schierup, MH|Ryder, OA|Yoshinaga, Y|de Jong, PJ|Weinstock, GM|Rogers, J|Mardis, ER|Gibbs, RA|Wilson, RK","Locke, Devin P.|Hillier, LaDeana W.|Warren, Wesley C.|Worley, Kim C.|Nazareth, Lynne V.|Muzny, Donna M.|Yang, Shiaw-Pyng|Wang, Zhengyuan|Chinwalla, Asif T.|Minx, Pat|Mitreva, Makedonka|Cook, Lisa|Delehaunty, Kim D.|Fronick, Catrina|Schmidt, Heather|Fulton, Lucinda A.|Fulton, Robert S.|Nelson, Joanne O.|Magrini, Vincent|Pohl, Craig|Graves, Tina A.|Markovic, Chris|Cree, Andy|Dinh, Huyen H.|Hume, Jennifer|Kovar, Christie L.|Fowler, Gerald R.|Lunter, Gerton|Meader, Stephen|Heger, Andreas|Ponting, Chris P.|Marques-Bonet, Tomas|Alkan, Can|Chen, Lin|Cheng, Ze|Kidd, Jeffrey M.|Eichler, Evan E.|White, Simon|Searle, Stephen|Vilella, Albert J.|Chen, Yuan|Flicek, Paul|Ma, Jian|Raney, Brian|Suh, Bernard|Burhans, Richard|Herrero, Javier|Haussler, David|Faria, Rui|Fernando, Olga|Darre, Fleur|Farre, Domenec|Gazave, Elodie|Oliva, Meritxell|Navarro, Arcadi|Roberto, Roberta|Capozzi, Oronzo|Archidiacono, Nicoletta|Della Valle, Giuliano|Purgato, Stefania|Rocchi, Mariano|Konkel, Miriam K.|Walker, Jerilyn A.|Ullmer, Brygg|Batzer, Mark A.|Smit, Arian F. A.|Hubley, Robert|Casola, Claudio|Schrider, Daniel R.|Hahn, Matthew W.|Quesada, Victor|Puente, Xose S.|Ordonez, Gonzalo R.|Lopez-Otin, Carlos|Vinar, Tomas|Brejova, Brona|Ratan, Aakrosh|Harris, Robert S.|Miller, Webb|Kosiol, Carolin|Lawson, Heather A.|Taliwal, Vikas|Martins, Andre L.|Siepel, Adam|RoyChoudhury, Arindam|Ma, Xin|Degenhardt, Jeremiah|Bustamante, Carlos D.|Gutenkunst, Ryan N.|Mailund, Thomas|Dutheil, Julien Y.|Hobolth, Asger|Schierup, Mikkel H.|Ryder, Oliver A.|Yoshinaga, Yuko|de Jong, Pieter J.|Weinstock, George M.|Rogers, Jeffrey|Mardis, Elaine R.|Gibbs, Richard A.|Wilson, Richard K."
WOS:000286689600025,"Li, SJ|Arnold, RJ|Tang, HX|Radivojac, P","Li, Sujun|Arnold, Randy J.|Tang, Haixu|Radivojac, Predrag","Li, SJ|Arnold, RJ|Tang, HX|Radivojac, P","Li, Sujun|Arnold, Randy J.|Tang, Haixu X.|Radivojac, Predrag"
WOS:000286804100015,"Cherbas, L|Willingham, A|Zhang, DY|Yang, L|Zou, Y|Eads, BD|Carlson, JW|Landolin, JM|Kapranov, P|Dumais, J|Samsonova, A|Choi, JH|Roberts, J|Davis, CA|Tang, HX|van Baren, MJ|Ghosh, S|Dobin, A|Bell, K|Lin, W|Langton, L|Duff, MO|Tenney, AE|Zaleski, C|Brent, MR|Hoskins, RA|Kaufman, TC|Andrews, J|Graveley, BR|Perrimon, N|Celniker, SE|Gingeras, TR|Cherbas, P","Cherbas, Lucy|Willingham, Aarron|Zhang, Dayu|Yang, Li|Zou, Yi|Eads, Brian D.|Carlson, Joseph W.|Landolin, Jane M.|Kapranov, Philipp|Dumais, Jacqueline|Samsonova, Anastasia|Choi, Jeong-Hyeon|Roberts, Johnny|Davis, Carrie A.|Tang, Haixu|van Baren, Marijke J.|Ghosh, Srinka|Dobin, Alexander|Bell, Kim|Lin, Wei|Langton, Laura|Duff, Michael O.|Tenney, Aaron E.|Zaleski, Chris|Brent, Michael R.|Hoskins, Roger A.|Kaufman, Thomas C.|Andrews, Justen|Graveley, Brenton R.|Perrimon, Norbert|Celniker, Susan E.|Gingeras, Thomas R.|Cherbas, Peter","Cherbas, L|Willingham, A|Zhang, DY|Yang, L|Zou, Y|Eads, BD|Carlson, JW|Landolin, JM|Kapranov, P|Dumais, J|Samsonova, A|Choi, JH|Roberts, J|Davis, CA|Tang, HX|van Baren, MJ|Ghosh, S|Dobin, A|Bell, K|Lin, W|Langton, L|Duff, MO|Tenney, AE|Zaleski, C|Brent, MR|Hoskins, RA|Kaufman, TC|Andrews, J|Graveley, BR|Perrimon, N|Celniker, SE|Gingeras, TR|Cherbas, P","Cherbas, Lucy|Willingham, Aarron|Zhang, Dayu|Yang, Li|Zou, Yi|Eads, Brian D.|Carlson, Joseph W.|Landolin, Jane M.|Kapranov, Philipp|Dumais, Jacqueline|Samsonova, Anastasia|Choi, Jeong-Hyeon|Roberts, Johnny|Davis, Carrie A.|Tang, Haixu X.|van Baren, Marijke J.|Ghosh, Srinka|Dobin, Alexander|Bell, Kim|Lin, Wei|Langton, Laura|Duff, Michael O.|Tenney, Aaron E.|Zaleski, Chris|Brent, Michael R.|Hoskins, Roger A.|Kaufman, Thomas C.|Andrews, Justen|Graveley, Brenton R.|Perrimon, Norbert|Celniker, Susan E.|Gingeras, Thomas R.|Cherbas, Peter"
WOS:000286933600046,"Colbourne, JK|Pfrender, ME|Gilbert, D|Thomas, WK|Tucker, A|Oakley, TH|Tokishita, S|Aerts, A|Arnold, GJ|Basu, MK|Bauer, DJ|Caceres, CE|Carmel, L|Casola, C|Choi, JH|Detter, JC|Dong, QF|Dusheyko, S|Eads, BD|Frohlich, T|Geiler-Samerotte, KA|Gerlach, D|Hatcher, P|Jogdeo, S|Krijgsveld, J|Kriventseva, EV|Kultz, D|Laforsch, C|Lindquist, E|Lopez, J|Manak, JR|Muller, J|Pangilinan, J|Patwardhan, RP|Pitluck, S|Pritham, EJ|Rechtsteiner, A|Rho, M|Rogozin, IB|Sakarya, O|Salamov, A|Schaack, S|Shapiro, H|Shiga, Y|Skalitzky, C|Smith, Z|Souvorov, A|Sung, W|Tang, ZJ|Tsuchiya, D|Tu, H|Vos, H|Wang, M|Wolf, YI|Yamagata, H|Yamada, T|Ye, YZ|Shaw, JR|Andrews, J|Crease, TJ|Tang, HX|Lucas, SM|Robertson, HM|Bork, P|Koonin, EV|Zdobnov, EM|Grigoriev, IV|Lynch, M|Boore, JL","Colbourne, John K.|Pfrender, Michael E.|Gilbert, Donald|Thomas, W. Kelley|Tucker, Abraham|Oakley, Todd H.|Tokishita, Shinichi|Aerts, Andrea|Arnold, Georg J.|Basu, Malay Kumar|Bauer, Darren J.|Caceres, Carla E.|Carmel, Liran|Casola, Claudio|Choi, Jeong-Hyeon|Detter, John C.|Dong, Qunfeng|Dusheyko, Serge|Eads, Brian D.|Froehlich, Thomas|Geiler-Samerotte, Kerry A.|Gerlach, Daniel|Hatcher, Phil|Jogdeo, Sanjuro|Krijgsveld, Jeroen|Kriventseva, Evgenia V.|Kueltz, Dietmar|Laforsch, Christian|Lindquist, Erika|Lopez, Jacqueline|Manak, J. Robert|Muller, Jean|Pangilinan, Jasmyn|Patwardhan, Rupali P.|Pitluck, Samuel|Pritham, Ellen J.|Rechtsteiner, Andreas|Rho, Mina|Rogozin, Igor B.|Sakarya, Onur|Salamov, Asaf|Schaack, Sarah|Shapiro, Harris|Shiga, Yasuhiro|Skalitzky, Courtney|Smith, Zachary|Souvorov, Alexander|Sung, Way|Tang, Zuojian|Tsuchiya, Dai|Tu, Hank|Vos, Harmjan|Wang, Mei|Wolf, Yuri I.|Yamagata, Hideo|Yamada, Takuji|Ye, Yuzhen|Shaw, Joseph R.|Andrews, Justen|Crease, Teresa J.|Tang, Haixu|Lucas, Susan M.|Robertson, Hugh M.|Bork, Peer|Koonin, Eugene V.|Zdobnov, Evgeny M.|Grigoriev, Igor V.|Lynch, Michael|Boore, Jeffrey L.","Colbourne, JK|Pfrender, ME|Gilbert, D|Thomas, WK|Tucker, A|Oakley, TH|Tokishita, S|Aerts, A|Arnold, GJ|Basu, MK|Bauer, DJ|Caceres, CE|Carmel, L|Casola, C|Choi, JH|Detter, JC|Dong, QF|Dusheyko, S|Eads, BD|Frohlich, T|Geiler-Samerotte, KA|Gerlach, D|Hatcher, P|Jogdeo, S|Krijgsveld, J|Kriventseva, EV|Kultz, D|Laforsch, C|Lindquist, E|Lopez, J|Manak, JR|Muller, J|Pangilinan, J|Patwardhan, RP|Pitluck, S|Pritham, EJ|Rechtsteiner, A|Rho, M|Rogozin, IB|Sakarya, O|Salamov, A|Schaack, S|Shapiro, H|Shiga, Y|Skalitzky, C|Smith, Z|Souvorov, A|Sung, W|Tang, ZJ|Tsuchiya, D|Tu, H|Vos, H|Wang, M|Wolf, YI|Yamagata, H|Yamada, T|Ye, YZ|Shaw, JR|Andrews, J|Crease, TJ|Tang, HX|Lucas, SM|Robertson, HM|Bork, P|Koonin, EV|Zdobnov, EM|Grigoriev, IV|Lynch, M|Boore, JL","Colbourne, John K.|Pfrender, Michael E.|Gilbert, Donald|Thomas, W. Kelley|Tucker, Abraham|Oakley, Todd H.|Tokishita, Shinichi|Aerts, Andrea|Arnold, Georg J.|Basu, Malay Kumar|Bauer, Darren J.|Caceres, Carla E.|Carmel, Liran|Casola, Claudio|Choi, Jeong-Hyeon|Detter, John C.|Dong, Qunfeng|Dusheyko, Serge|Eads, Brian D.|Froehlich, Thomas|Geiler-Samerotte, Kerry A.|Gerlach, Daniel|Hatcher, Phil|Jogdeo, Sanjuro|Krijgsveld, Jeroen|Kriventseva, Evgenia V.|Kueltz, Dietmar|Laforsch, Christian|Lindquist, Erika|Lopez, Jacqueline|Manak, J. Robert|Muller, Jean|Pangilinan, Jasmyn|Patwardhan, Rupali P.|Pitluck, Samuel|Pritham, Ellen J.|Rechtsteiner, Andreas|Rho, Mina|Rogozin, Igor B.|Sakarya, Onur|Salamov, Asaf|Schaack, Sarah|Shapiro, Harris|Shiga, Yasuhiro|Skalitzky, Courtney|Smith, Zachary|Souvorov, Alexander|Sung, Way|Tang, Zuojian|Tsuchiya, Dai|Tu, Hank|Vos, Harmjan|Wang, Mei|Wolf, Yuri I.|Yamagata, Hideo|Yamada, Takuji|Ye, Yuzhen|Shaw, Joseph R.|Andrews, Justen|Crease, Teresa J.|Tang, Haixu X.|Lucas, Susan M.|Robertson, Hugh M.|Bork, Peer|Koonin, Eugene V.|Zdobnov, Evgeny M.|Grigoriev, Igor V.|Lynch, Michael|Boore, Jeffrey L."
WOS:000288156000025,"Wu, YW|Ye, YZ","Wu, Yu-Wei|Ye, Yuzhen","Wu, YW|Ye, YZ","Wu, Yu-Wei|Ye, Yuzhen"
WOS:000288437200001,"Borner, K|Contractor, N|Falk-Krzesinski, HJ|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Boerner, Katy|Contractor, Noshir|Falk-Krzesinski, Holly J.|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian","Borner, K|Contractor, N|Falk-Krzesinski, HJ|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Borner, Katy|Contractor, Noshir|Falk-Krzesinski, Holly J.|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian"
WOS:000288514600022,"Boyack, KW|Newman, D|Duhon, RJ|Klavans, R|Patek, M|Biberstine, JR|Schijvenaars, B|Skupin, A|Ma, NAL|Borner, K","Boyack, Kevin W.|Newman, David|Duhon, Russell J.|Klavans, Richard|Patek, Michael|Biberstine, Joseph R.|Schijvenaars, Bob|Skupin, Andre|Ma, Nianli|Boerner, Katy","Boyack, KW|Newman, D|Duhon, RJ|Klavans, R|Patek, M|Biberstine, JR|Schijvenaars, B|Skupin, A|Ma, NAL|Borner, K","Boyack, Kevin W.|Newman, David|Duhon, Russell J.|Klavans, Richard|Patek, Michael|Biberstine, Joseph R.|Schijvenaars, Bob|Skupin, Andre|Ma, Nianli|Borner, Katy"
WOS:000289109000015,"Leake, D|Powell, J","Leake, David|Powell, Jay","Leake, DB|Powell, J","Leake, David B.|Powell, Jay"
WOS:000289214700009,"Kim, K|Fox, GC","Kim, Kangseok|Fox, Geoffrey C.","Kim, K|Fox, GC","Kim, Kangseok|Fox, Geoffrey C."
WOS:000289491100069,"Dalkilic, MM|Clark, WT|Costello, JC|Radivojac, P","Dalkilic, Mehmet M.|Clark, Wyatt T.|Costello, James C.|Radivojac, Predrag","Dalkilic, MM|Clark, WT|Costello, JC|Radivojac, P","Dalkilic, Mehmet M.|Clark, Wyatt T.|Costello, James C.|Radivojac, Predrag"
WOS:000289664300003,"Pereira, L|Soares, P|Radivojac, P|Li, BA|Samuels, DC","Pereira, Luisa|Soares, Pedro|Radivojac, Predrag|Li, Biao|Samuels, David C.","Pereira, L|Soares, P|Radivojac, P|Li, BA|Samuels, DC","Pereira, Luisa|Soares, Pedro|Radivojac, Predrag|Li, Biao|Samuels, David C."
WOS:000289938200025,"Borner, K","Boerner, Katy","Borner, K","Borner, Katy"
WOS:000290219600003,"Qiu, J|Ekanayake, J|Gunarathne, T|Choi, JY|Bae, SH|Li, H|Zhang, BJ|Wu, TL|Ruan, Y|Ekanayake, S|Hughes, A|Fox, G","Qiu, Judy|Ekanayake, Jaliya|Gunarathne, Thilina|Choi, Jong Youl|Bae, Seung-Hee|Li, Hui|Zhang, Bingjing|Wu, Tak-Lon|Ruan, Yang|Ekanayake, Saliya|Hughes, Adam|Fox, Geoffrey","Qiu, J|Ekanayake, J|Gunarathne, T|Choi, JY|Bae, SH|Li, H|Zhang, BJ|Wu, TL|Ruan, Y|Ekanayake, S|Hughes, A|Fox, GC","Qiu, Judy|Ekanayake, Jaliya|Gunarathne, Thilina|Choi, Jong Youl|Bae, Seung-Hee|Li, Hui|Zhang, Bingjing|Wu, Tak-Lon|Ruan, Yang|Ekanayake, Saliya|Hughes, Adam|Fox, Geoffrey C."
WOS:000290504500104,"Yildiz, B|Fox, G|Pallickara, S","Yildiz, Beytullah|Fox, Geoffrey|Pallickara, Shrideep","Yildiz, B|Fox, GC|Pallickara, S","Yildiz, Beytullah|Fox, Geoffrey C.|Pallickara, Shrideep"
WOS:000291185900008,"Crandall, D|Snavely, N","Crandall, David|Snavely, Noah","Crandall, DJ|Snavely, N","Crandall, David J.|Snavely, Noah"
WOS:000291402600012,"Cassone, BJ|Molloy, MJ|Cheng, CD|Tan, JC|Hahn, MW|Besansky, NJ","Cassone, Bryan J.|Molloy, Matthew J.|Cheng, Changde|Tan, John C.|Hahn, Matthew W.|Besansky, Nora J.","Cassone, BJ|Molloy, MJ|Cheng, CD|Tan, JC|Hahn, MW|Besansky, NJ","Cassone, Bryan J.|Molloy, Matthew J.|Cheng, Changde|Tan, John C.|Hahn, Matthew W.|Besansky, Nora J."
WOS:000291660100001,"Ye, YZ|Choi, JH|Tang, HX","Ye, Yuzhen|Choi, Jeong-Hyeon|Tang, Haixu","Ye, YZ|Choi, JH|Tang, HX","Ye, Yuzhen|Choi, Jeong-Hyeon|Tang, Haixu X."
WOS:000292221900023,"Schrider, DR|Hourmozdi, JN|Hahn, MW","Schrider, Daniel R.|Hourmozdi, Jonathan N.|Hahn, Matthew W.","Schrider, DR|Hourmozdi, JN|Hahn, MW","Schrider, Daniel R.|Hourmozdi, Jonathan N.|Hahn, Matthew W."
WOS:000292381900020,"Nehrt, NL|Clark, WT|Radivojac, P|Hahn, MW","Nehrt, Nathan L.|Clark, Wyatt T.|Radivojac, Predrag|Hahn, Matthew W.","Nehrt, NL|Clark, WT|Radivojac, P|Hahn, MW","Nehrt, Nathan L.|Clark, Wyatt T.|Radivojac, Predrag|Hahn, Matthew W."
WOS:000292551600011,"Mayampurath, AM|Wu, Y|Segu, ZM|Mechref, Y|Tang, HX","Mayampurath, Anoop M.|Wu, Yin|Segu, Zaneer M.|Mechref, Yehia|Tang, Haixu","Mayampurath, AM|Wu, Y|Segu, ZM|Mechref, Y|Tang, HX","Mayampurath, Anoop M.|Wu, Yin|Segu, Zaneer M.|Mechref, Yehia|Tang, Haixu X."
