id,name,fullname,name-revised,fullname-revised
WOS:000181440800012,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000181620100001,"Borner, K|Chen, CM","Borner, K|Chen, CM","Borner, K|Chen, CM","Borner, Katy|Chen, CM"
WOS:000181620100017,"Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, Katy"
WOS:000182380500011,"Carpenter, B|Fox, G","Carpenter, B|Fox, G","Carpenter, B|Fox, GC","Carpenter, B|Fox, Geoffrey C."
WOS:000182855700015,"Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, KH|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, Kay H.|Welch, V|Gannon, D|Bramley, R|Hampton, S"
WOS:000183728000086,"Mostafa, J|Borner, K","Mostafa, J|Borner, K","Mostafa, J|Borner, K","Mostafa, J|Borner, Katy"
WOS:000183736600016,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000184831900081,"Rundle, JB|Klein, W|Tiampo, K|Donnellan, A|Fox, G","Rundle, JB|Klein, W|Tiampo, K|Donnellan, A|Fox, G","Rundle, JB|Klein, W|Tiampo, K|Donnellan, A|Fox, GC","Rundle, JB|Klein, W|Tiampo, K|Donnellan, A|Fox, Geoffrey C."
WOS:000184831900085,"Pierce, M|Youn, C|Fox, G","Pierce, M|Youn, C|Fox, G","Pierce, M|Youn, C|Fox, GC","Pierce, M|Youn, C|Fox, Geoffrey C."
WOS:000184832100041,"Balsoy, O|Jin, Y|Aydin, G|Pierce, M|Fox, G","Balsoy, O|Jin, Y|Aydin, G|Pierce, M|Fox, G","Balsoy, O|Jin, Y|Aydin, G|Pierce, M|Fox, GC","Balsoy, O|Jin, Y|Aydin, G|Pierce, M|Fox, Geoffrey C."
WOS:000184832100042,"Youn, C|Pierce, M|Fox, G","Youn, C|Pierce, M|Fox, G","Youn, C|Pierce, M|Fox, GC","Youn, C|Pierce, M|Fox, Geoffrey C."
WOS:000184845100003,"Pallickara, S|Fox, G","Pallickara, S|Fox, G","Pallickara, S|Fox, GC","Pallickara, S|Fox, Geoffrey C."
WOS:000184854300001,"Leake, DB","Leake, DB","Leake, DB","Leake, David B."
WOS:000184924500016,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000186624300053,"Lee, S|Ko, SH|Fox, G|Kim, K|Oh, S","Lee, S|Ko, SH|Fox, G|Kim, K|Oh, S","Lee, S|Ko, SH|Fox, GC|Kim, K|Oh, S","Lee, S|Ko, SH|Fox, Geoffrey C.|Kim, K|Oh, S"
WOS:000186624300070,"Wu, WJ|Uyar, A|Bulut, H|Fox, G","Wu, WJ|Uyar, A|Bulut, H|Fox, G","Wu, WJ|Uyar, A|Bulut, H|Fox, GC","Wu, WJ|Uyar, A|Bulut, H|Fox, Geoffrey C."
WOS:000186624400032,"Lee, S|Ko, SH|Fox, G","Lee, S|Ko, SH|Fox, G","Lee, S|Ko, SH|Fox, GC","Lee, S|Ko, SH|Fox, Geoffrey C."
WOS:000187007600016,"Leake, DB|Sooriamurthi, R","Leake, DB|Sooriamurthi, R","Leake, DB|Sooriamurthi, R","Leake, David B.|Sooriamurthi, R"
WOS:000187118100034,"Kaplan, A|Topcu, AE|Pierce, M|Fox, G","Kaplan, A|Topcu, AE|Pierce, M|Fox, G","Kaplan, A|Topcu, AE|Pierce, M|Fox, GC","Kaplan, A|Topcu, AE|Pierce, M|Fox, Geoffrey C."
WOS:000187206600029,"Nacar, MA|Pierce, M|Fox, G","Nacar, MA|Pierce, M|Fox, G","Nacar, MA|Pierce, M|Fox, GC","Nacar, MA|Pierce, M|Fox, Geoffrey C."
WOS:000187206600110,"Qiu, XH|Carpenter, B|Fox, GC","Qiu, XH|Carpenter, B|Fox, GC","Qiu, XH|Carpenter, B|Fox, GC","Qiu, XH|Carpenter, B|Fox, Geoffrey C."
WOS:000187497500001,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000187510900006,"Donnellan, A|Rundle, J|Ries, J|Fox, G|Pierce, M|Parker, J|Crippen, R|DeJong, E|Chao, B|Kuang, WJ|McLeod, D|Matu'ura, M|Bloxham, J","Donnellan, A|Rundle, J|Ries, J|Fox, G|Pierce, M|Parker, J|Crippen, R|DeJong, E|Chao, B|Kuang, WJ|McLeod, D|Matu'ura, M|Bloxham, J","Donnellan, A|Rundle, J|Ries, J|Fox, GC|Pierce, M|Parker, J|Crippen, R|De Jong, E|Chao, B|Kuang, WJ|McLeod, D|Matu'ura, M|Bloxham, J","Donnellan, A|Rundle, J|Ries, J|Fox, Geoffrey C.|Pierce, M|Parker, J|Crippen, R|DeJong, E|Chao, B|Kuang, WJ|McLeod, D|Matu'ura, M|Bloxham, J"
WOS:000187510900016,"Pierce, M|Fox, G","Pierce, M|Fox, G","Pierce, M|Fox, GC","Pierce, M|Fox, Geoffrey C."
WOS:000187549500002,"Lee, HK|Carpenter, B|Fox, G|Lim, SB","Lee, HK|Carpenter, B|Fox, G|Lim, SB","Lee, HK|Carpenter, B|Fox, GC|Lim, SB","Lee, HK|Carpenter, B|Fox, Geoffrey C.|Lim, SB"
WOS:000187549500115,"Pallickara, S|Fox, G|Yin, J|Gunduz, G|Liu, HB|Uyar, A|Varank, M","Pallickara, S|Fox, G|Yin, J|Gunduz, G|Liu, HB|Uyar, A|Varank, M","Pallickara, S|Fox, GC|Yin, J|Gunduz, G|Liu, HB|Uyar, A|Varank, M","Pallickara, S|Fox, Geoffrey C.|Yin, J|Gunduz, G|Liu, HB|Uyar, A|Varank, M"
WOS:000187549500227,"Pallickara, S|Fox, G|Pierce, M","Pallickara, S|Fox, G|Pierce, M","Pallickara, S|Fox, GC|Pierce, M","Pallickara, S|Fox, Geoffrey C.|Pierce, M"
WOS:000187587700008,"Radivojac, P|Obradovic, Z|Smith, DK|Zhu, G|Vucetic, S|Brown, CJ|Lawson, JD|Dunker, AK","Radivojac, P|Obradovic, Z|Smith, DK|Zhu, G|Vucetic, S|Brown, CJ|Lawson, JD|Dunker, AK","Radivojac, P|Obradovic, Z|Smith, DK|Zhu, G|Vucetic, S|Brown, CJ|Lawson, JD|Dunker, AK","Radivojac, Predrag|Obradovic, Z|Smith, DK|Zhu, G|Vucetic, S|Brown, CJ|Lawson, JD|Dunker, AK"
WOS:000189118600014,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000189433900031,"Yan, Y|Huang, Y|Fox, G|Pallickara, S|Pierce, M|Kaplan, A|Topcu, AE","Yan, Y|Huang, Y|Fox, G|Pallickara, S|Pierce, M|Kaplan, A|Topcu, AE","Yan, Y|Huang, Y|Fox, GC|Pallickara, S|Pierce, M|Kaplan, A|Topcu, AE","Yan, Y|Huang, Y|Fox, Geoffrey C.|Pallickara, S|Pierce, M|Kaplan, A|Topcu, AE"
WOS:000189446800010,"Carpenter, B|Fox, G|Lee, HK|Lim, SB","Carpenter, B|Fox, G|Lee, HK|Lim, SB","Carpenter, B|Fox, GC|Lee, HK|Lim, SB","Carpenter, B|Fox, Geoffrey C.|Lee, HK|Lim, SB"
WOS:000189464600040,"Connelly, K|Khalil, A","Connelly, K|Khalil, A","Connelly, KH|Khalil, A","Connelly, Kay H.|Khalil, A"
WOS:000207443600084,"Demuth, JP|De Bie, T|Stajich, JE|Cristianini, N|Hahn, MW","Demuth, Jeffery P.|De Bie, Tijl|Stajich, Jason E.|Cristianini, Nello|Hahn, Matthew W.","Demuth, JP|De Bie, T|Stajich, JE|Cristianini, N|Hahn, MW","Demuth, Jeffery P.|De Bie, Tijl|Stajich, Jason E.|Cristianini, Nello|Hahn, Matthew W."
WOS:000207448800014,"Sundquist, A|Ronaghi, M|Tang, HX|Pevzner, P|Batzoglou, S","Sundquist, Andreas|Ronaghi, Mostafa|Tang, Haixu|Pevzner, Pavel|Batzoglou, Serafim","Sundquist, A|Ronaghi, M|Tang, HX|Pevzner, P|Batzoglou, S","Sundquist, Andreas|Ronaghi, Mostafa|Tang, Haixu X.|Pevzner, Pavel|Batzoglou, Serafim"
WOS:000207781603026,"Wild, D|Wiggins, G|Dong, X|Wang, HJ|Pierce, M|Lee, JH|Fox, G","Wild, David|Wiggins, Gary|Dong, Xiao|Wang, Huijun|Pierce, Marlon|Lee, Jang H.|Fox, Geoffrey","Wild, D|Wiggins, G|Dong, X|Wang, HJ|Pierce, M|Lee, JH|Fox, GC","Wild, David|Wiggins, Gary|Dong, Xiao|Wang, Huijun|Pierce, Marlon|Lee, Jang H.|Fox, Geoffrey C."
WOS:000209332400016,"Chaudry, BM|Connelly, K|Siek, KA|Welch, JL","Chaudry, Beenish Moalla|Connelly, Kay|Siek, Katie A.|Welch, Janet L.","Chaudry, BM|Connelly, KH|Siek, KA|Welch, JL","Chaudry, Beenish Moalla|Connelly, Kay H.|Siek, Katie A.|Welch, Janet L."
WOS:000209646300005,"Kolker, E|Ozdemir, V|Martens, L|Hancock, W|Anderson, G|Anderson, N|Aynacioglu, S|Baranova, A|Campagna, SR|Chen, R|Choiniere, J|Dearth, SP|Feng, WC|Ferguson, L|Fox, G|Frishman, D|Grossman, R|Heath, A|Higdon, R|Hutz, MH|Janko, I|Jiang, L|Joshi, S|Kel, A|Kemnitz, JW|Kohane, IS|Kolker, N|Lancet, D|Lee, E|Li, W|Lisitsa, A|Llerena, A|MacNealy-Koch, C|Marshall, JC|Masuzzo, P|May, A|Mias, G|Monroe, M|Montague, E|Mooney, S|Nesvizhskii, A|Noronha, S|Omenn, G|Rajasimha, H|Ramamoorthy, P|Sheehan, J|Smarr, L|Smith, CV|Smith, T|Snyder, M|Rapole, S|Srivastava, S|Stanberry, L|Stewart, E|Toppo, S|Uetz, P|Verheggen, K|Voy, BH|Warnich, L|Wilhelm, SW|Yandl, G","Kolker, Eugene|Oezdemir, Vural|Martens, Lennart|Hancock, William|Anderson, Gordon|Anderson, Nathaniel|Aynacioglu, Sukru|Baranova, Ancha|Campagna, Shawn R.|Chen, Rui|Choiniere, John|Dearth, Stephen P.|Feng, Wu-Chun|Ferguson, Lynnette|Fox, Geoffrey|Frishman, Dmitrij|Grossman, Robert|Heath, Allison|Higdon, Roger|Hutz, Mara H.|Janko, Imre|Jiang, Lihua|Joshi, Sanjay|Kel, Alexander|Kemnitz, Joseph W.|Kohane, Isaac S.|Kolker, Natali|Lancet, Doron|Lee, Elaine|Li, Weizhong|Lisitsa, Andrey|Llerena, Adrian|MacNealy-Koch, Courtney|Marshall, Jean-Claude|Masuzzo, Paola|May, Amanda|Mias, George|Monroe, Matthew|Montague, Elizabeth|Mooney, Sean|Nesvizhskii, Alexey|Noronha, Santosh|Omenn, Gilbert|Rajasimha, Harsha|Ramamoorthy, Preveen|Sheehan, Jerry|Smarr, Larry|Smith, Charles V.|Smith, Todd|Snyder, Michael|Rapole, Srikanth|Srivastava, Sanjeeva|Stanberry, Larissa|Stewart, Elizabeth|Toppo, Stefano|Uetz, Peter|Verheggen, Kenneth|Voy, Brynn H.|Warnich, Louise|Wilhelm, Steven W.|Yandl, Gregory","Kolker, E|Ozdemir, V|Martens, L|Hancock, W|Anderson, G|Anderson, N|Aynacioglu, S|Baranova, A|Campagna, SR|Chen, R|Choiniere, J|Dearth, SP|Feng, WC|Ferguson, L|Fox, GC|Frishman, D|Grossman, R|Heath, A|Higdon, R|Hutz, MH|Janko, I|Jiang, L|Joshi, S|Kel, A|Kemnitz, JW|Kohane, IS|Kolker, N|Lancet, D|Lee, E|Li, W|Lisitsa, A|Llerena, A|MacNealy-Koch, C|Marshall, JC|Masuzzo, P|May, A|Mias, G|Monroe, M|Montague, E|Mooney, S|Nesvizhskii, A|Noronha, S|Omenn, G|Rajasimha, H|Ramamoorthy, P|Sheehan, J|Smarr, L|Smith, CV|Smith, T|Snyder, M|Rapole, S|Srivastava, S|Stanberry, L|Stewart, E|Toppo, S|Uetz, P|Verheggen, K|Voy, BH|Warnich, L|Wilhelm, SW|Yandl, G","Kolker, Eugene|Oezdemir, Vural|Martens, Lennart|Hancock, William|Anderson, Gordon|Anderson, Nathaniel|Aynacioglu, Sukru|Baranova, Ancha|Campagna, Shawn R.|Chen, Rui|Choiniere, John|Dearth, Stephen P.|Feng, Wu-Chun|Ferguson, Lynnette|Fox, Geoffrey C.|Frishman, Dmitrij|Grossman, Robert|Heath, Allison|Higdon, Roger|Hutz, Mara H.|Janko, Imre|Jiang, Lihua|Joshi, Sanjay|Kel, Alexander|Kemnitz, Joseph W.|Kohane, Isaac S.|Kolker, Natali|Lancet, Doron|Lee, Elaine|Li, Weizhong|Lisitsa, Andrey|Llerena, Adrian|MacNealy-Koch, Courtney|Marshall, Jean-Claude|Masuzzo, Paola|May, Amanda|Mias, George|Monroe, Matthew|Montague, Elizabeth|Mooney, Sean|Nesvizhskii, Alexey|Noronha, Santosh|Omenn, Gilbert|Rajasimha, Harsha|Ramamoorthy, Preveen|Sheehan, Jerry|Smarr, Larry|Smith, Charles V.|Smith, Todd|Snyder, Michael|Rapole, Srikanth|Srivastava, Sanjeeva|Stanberry, Larissa|Stewart, Elizabeth|Toppo, Stefano|Uetz, Peter|Verheggen, Kenneth|Voy, Brynn H.|Warnich, Louise|Wilhelm, Steven W.|Yandl, Gregory"
WOS:000209843500007,"Ashman, TL|Bachtrog, D|Blackmon, H|Goldherg, EE|Hahn, MW|Kirkpatrick, M|Kitano, J|Mank, JE|Mayrose, I|Ming, R|Otto, SP|Peichel, CL|Pennell, MW|Perrin, N|Ross, L|Valenzuela, N|Vamosi, JC","Ashman, Tia-Lynn|Bachtrog, Doris|Blackmon, Heath|Goldherg, Emma E.|Hahn, Matthew W.|Kirkpatrick, Mark|Kitano, Jun|Mank, Judith E.|Mayrose, Itay|Ming, Ray|Otto, Sarah P.|Peichel, Catherine L.|Pennell, Matthew W.|Perrin, Nicolas|Ross, Laura|Valenzuela, Nicole|Vamosi, Jana C.","Ashman, TL|Bachtrog, D|Blackmon, H|Goldherg, EE|Hahn, MW|Kirkpatrick, M|Kitano, J|Mank, JE|Mayrose, I|Ming, R|Otto, SP|Peichel, CL|Pennell, MW|Perrin, N|Ross, L|Valenzuela, N|Vamosi, JC","Ashman, Tia-Lynn|Bachtrog, Doris|Blackmon, Heath|Goldherg, Emma E.|Hahn, Matthew W.|Kirkpatrick, Mark|Kitano, Jun|Mank, Judith E.|Mayrose, Itay|Ming, Ray|Otto, Sarah P.|Peichel, Catherine L.|Pennell, Matthew W.|Perrin, Nicolas|Ross, Laura|Valenzuela, Nicole|Vamosi, Jana C."
WOS:000220490400017,"Iakoucheva, LM|Radivojac, P|Brown, CJ|O'Connor, TR|Sikes, JG|Obradovic, Z|Dunker, AK","Iakoucheva, LM|Radivojac, P|Brown, CJ|O'Connor, TR|Sikes, JG|Obradovic, Z|Dunker, AK","Iakoucheva, LM|Radivojac, P|Brown, CJ|O'Connor, TR|Sikes, JG|Obradovic, Z|Dunker, AK","Iakoucheva, LM|Radivojac, Predrag|Brown, CJ|O'Connor, TR|Sikes, JG|Obradovic, Z|Dunker, AK"
WOS:000220823000001,"Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, Katy"
WOS:000220823000014,"Borner, K|Maru, JT|Goldstone, RL","Borner, K|Maru, JT|Goldstone, RL","Borner, K|Maru, JT|Goldstone, RL","Borner, Katy|Maru, JT|Goldstone, RL"
WOS:000220823000017,"Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, KK|Borner, Katy"
WOS:000220867700006,"Fox, G|Wu, WJ|Uyar, A|Bulut, H|Pallickara, S","Fox, G|Wu, WJ|Uyar, A|Bulut, H|Pallickara, S","Fox, GC|Wu, WJ|Uyar, A|Bulut, H|Pallickara, S","Fox, Geoffrey C.|Wu, WJ|Uyar, A|Bulut, H|Pallickara, S"
WOS:000221352500041,"Dharurkar, A|Pallickara, S|Fox, G","Dharurkar, A|Pallickara, S|Fox, G","Dharurkar, A|Pallickara, S|Fox, GC","Dharurkar, A|Pallickara, S|Fox, Geoffrey C."
WOS:000221353100012,"Wang, MJ|Fox, G|Pallickara, S","Wang, MJ|Fox, G|Pallickara, S","Wang, MJ|Fox, GC|Pallickara, S","Wang, MJ|Fox, Geoffrey C.|Pallickara, S"
WOS:000221353100013,"Pallickara, S|Fox, G","Pallickara, S|Fox, G","Pallickara, S|Fox, GC","Pallickara, S|Fox, Geoffrey C."
WOS:000221457100070,"Bulut, H|Fox, G|Pallickara, S|Uyar, A|Wu, WJ","Bulut, H|Fox, G|Pallickara, S|Uyar, A|Wu, WJ","Bulut, H|Fox, GC|Pallickara, S|Uyar, A|Wu, WJ","Bulut, H|Fox, Geoffrey C.|Pallickara, S|Uyar, A|Wu, WJ"
WOS:000222084900059,"Pallickara, S|Fox, G","Pallickara, S|Fox, G","Pallickara, S|Fox, GC","Pallickara, S|Fox, Geoffrey C."
WOS:000222155900017,"Fox, G","Fox, G","Fox, GC","Fox, Geoffrey C."
WOS:000222209400062,"Fox, GC|Boustani, M|Edwards, C","Fox, GC|Boustani, M|Edwards, C","Fox, GC|Boustani, M|Edwards, C","Fox, Geoffrey C.|Boustani, M|Edwards, C"
WOS:000222769900003,"Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, Katy|Lee, GJ|Penumarthy, S|Jones, RJ"
WOS:000222769900031,"Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, Katy|Mane, K|Martins, E|Ord, T"
WOS:000223166900041,"Lee, S|Fox, G","Lee, S|Fox, G","Lee, S|Fox, GC","Lee, S|Fox, Geoffrey C."
WOS:000223825700006,"Bogaerts, S|Leake, D","Bogaerts, S|Leake, D","Bogaerts, S|Leake, DB","Bogaerts, S|Leake, David B."
WOS:000223875500007,"Rundle, JB|Rundle, PB|Donnellan, A|Fox, G","Rundle, JB|Rundle, PB|Donnellan, A|Fox, G","Rundle, JB|Rundle, PB|Donnellan, A|Fox, GC","Rundle, JB|Rundle, PB|Donnellan, A|Fox, Geoffrey C."
WOS:000223999500032,"Radivojac, P|Obradovic, Z|Dunker, AK|Vucetic, S","Radivojac, P|Obradovic, Z|Dunker, AK|Vucetic, S","Radivojac, P|Obradovic, Z|Dunker, AK|Vucetic, S","Radivojac, Predrag|Obradovic, Z|Dunker, AK|Vucetic, S"
WOS:000224592800002,"Radivojac, P|Chawla, NV|Dunker, AK|Obradovic, Z","Radivojac, P|Chawla, NV|Dunker, AK|Obradovic, Z","Radivojac, P|Chawla, NV|Dunker, AK|Obradovic, Z","Radivojac, Predrag|Chawla, NV|Dunker, AK|Obradovic, Z"
WOS:000225415700009,"Aktas, MS|Pierce, M|Fox, GC|Leake, D","Aktas, MS|Pierce, M|Fox, GC|Leake, D","Aktas, MS|Pierce, M|Fox, GC|Leake, DB","Aktas, MS|Pierce, M|Fox, Geoffrey C.|Leake, David B."
WOS:000225819600112,"Lim, S|Fox, G|Pallickara, S|Pierce, M","Lim, S|Fox, G|Pallickara, S|Pierce, M","Lim, S|Fox, GC|Pallickara, S|Pierce, M","Lim, S|Fox, Geoffrey C.|Pallickara, S|Pierce, M"
WOS:000225901700076,"Bulut, H|Wu, WJ|Fox, G|Uyar, A|Pallickara, S|Altay, H","Bulut, H|Wu, WJ|Fox, G|Uyar, A|Pallickara, S|Altay, H","Bulut, H|Wu, WJ|Fox, GC|Uyar, A|Pallickara, S|Altay, H","Bulut, H|Wu, WJ|Fox, Geoffrey C.|Uyar, A|Pallickara, S|Altay, H"
WOS:000226188800019,"Vucetic, S|Obradovic, Z|Vacic, V|Radivojac, P|Peng, K|Iakoucheva, LM|Cortese, MS|Lawson, JD|Brown, CJ|Sikes, JG|Newton, CD|Dunker, AK","Vucetic, S|Obradovic, Z|Vacic, V|Radivojac, P|Peng, K|Iakoucheva, LM|Cortese, MS|Lawson, JD|Brown, CJ|Sikes, JG|Newton, CD|Dunker, AK","Vucetic, S|Obradovic, Z|Vacic, V|Radivojac, P|Peng, K|Iakoucheva, LM|Cortese, MS|Lawson, JD|Brown, CJ|Sikes, JG|Newton, CD|Dunker, AK","Vucetic, S|Obradovic, Z|Vacic, V|Radivojac, Predrag|Peng, K|Iakoucheva, LM|Cortese, MS|Lawson, JD|Brown, CJ|Sikes, JG|Newton, CD|Dunker, AK"
WOS:000226445700007,"Fox, G|Lim, S|Pallickara, S|Pierce, M","Fox, G|Lim, S|Pallickara, S|Pierce, M","Fox, GC|Lim, S|Pallickara, S|Pierce, M","Fox, Geoffrey C.|Lim, S|Pallickara, S|Pierce, M"
WOS:000227249800008,"Fox, G|Pallickara, S","Fox, G|Pallickara, S","Fox, GC|Pallickara, S","Fox, Geoffrey C.|Pallickara, S"
