id,name,fullname,name-revised,fullname-revised
WOS:000460597200018,"Hibbins, MS","Hibbins, Mark S.","Hibbins, MS","Hibbins, Mark S."
WOS:000460597200018,"Hahn, MW","Hahn, Matthew W.","Hahn, MW","Hahn, Matthew W."
WOS:000459171800001,"Shrestha, R","Shrestha, Raunak","Shrestha, R","Shrestha, Raunak"
WOS:000459171800001,"Nabavi, N","Nabavi, Noushin","Nabavi, N","Nabavi, Noushin"
WOS:000459171800001,"Lin, YY","Lin, Yen-Yi","Lin, YY","Lin, Yen-Yi"
WOS:000459171800001,"Mo, F","Mo, Fan","Mo, F","Mo, Fan"
WOS:000459171800001,"Anderson, S","Anderson, Shawn","Anderson, S","Anderson, Shawn"
WOS:000459171800001,"Volik, S","Volik, Stanislav","Volik, S","Volik, Stanislav"
WOS:000459171800001,"Adomat, HH","Adomat, Hans H.","Adomat, HH","Adomat, Hans H."
WOS:000459171800001,"Lin, D","Lin, Dong","Lin, D","Lin, Dong"
WOS:000459171800001,"Xue, H","Xue, Hui","Xue, H","Xue, Hui"
WOS:000459171800001,"Dong, X","Dong, Xin","Dong, X","Dong, Xin"
WOS:000459171800001,"Shukin, R","Shukin, Robert","Shukin, R","Shukin, Robert"
WOS:000459171800001,"Bell, RH","Bell, Robert H.","Bell, RH","Bell, Robert H."
WOS:000459171800001,"McConeghy, B","McConeghy, Brian","McConeghy, B","McConeghy, Brian"
WOS:000459171800001,"Haegert, A","Haegert, Anne","Haegert, A","Haegert, Anne"
WOS:000459171800001,"Brahmbhatt, S","Brahmbhatt, Sonal","Brahmbhatt, S","Brahmbhatt, Sonal"
WOS:000459171800001,"Li, E","Li, Estelle","Li, E","Li, Estelle"
WOS:000459171800001,"Oo, HZ","Oo, Htoo Zarni","Oo, HZ","Oo, Htoo Zarni"
WOS:000459171800001,"Hurtado-Coll, A","Hurtado-Coll, Antonio","Hurtado-Coll, A","Hurtado-Coll, Antonio"
WOS:000459171800001,"Fazli, L","Fazli, Ladan","Fazli, L","Fazli, Ladan"
WOS:000459171800001,"Zhou, J","Zhou, Joshua","Zhou, J","Zhou, Joshua"
WOS:000459171800001,"McConnell, Y","McConnell, Yarrow","McConnell, Y","McConnell, Yarrow"
WOS:000459171800001,"McCart, A","McCart, Andrea","McCart, A","McCart, Andrea"
WOS:000459171800001,"Lowy, A","Lowy, Andrew","Lowy, A","Lowy, Andrew"
WOS:000459171800001,"Morin, GB","Morin, Gregg B.","Morin, GB","Morin, Gregg B."
WOS:000459171800001,"Chen, TH","Chen, Tianhui","Chen, TH","Chen, Tianhui"
WOS:000459171800001,"Daugaard, M","Daugaard, Mads","Daugaard, M","Daugaard, Mads"
WOS:000459171800001,"Sahinalp, SC","Sahinalp, S. Cenk","Sahinalp, CS","Sahinalp, Cenk S."
WOS:000459171800001,"Hach, F","Hach, Faraz","Hach, F","Hach, Faraz"
WOS:000459171800001,"Le Bihan, S","Le Bihan, Stephane","Le Bihan, S","Le Bihan, Stephane"
WOS:000459171800001,"Gleave, ME","Gleave, Martin E.","Gleave, ME","Gleave, Martin E."
WOS:000459171800001,"Wang, YZ","Wang, Yuzhuo","Wang, YZ","Wang, Yuzhuo"
WOS:000459171800001,"Churg, A","Churg, Andrew","Churg, A","Churg, Andrew"
WOS:000459171800001,"Collins, CC","Collins, Colin C.","Collins, CC","Collins, Colin C."
WOS:000458816700002,"Silva-Castro, JA","Silva-Castro, J. A.","Silva-Castro, JA","Silva-Castro, J. A."
WOS:000458816700002,"Fernandez-Ramirez, C","Fernandez-Ramirez, C.","Fernandez-Ramirez, C","Fernandez-Ramirez, C."
WOS:000458816700002,"Albaladejo, M","Albaladejo, M.","Albaladejo, M","Albaladejo, M."
WOS:000458816700002,"Danilkin, IV","Danilkin, I. V.","Danilkin, IV","Danilkin, I. V."
WOS:000458816700002,"Jackura, A","Jackura, A.","Jackura, A","Jackura, A."
WOS:000458816700002,"Mathieu, V","Mathieu, V.","Mathieu, V","Mathieu, V."
WOS:000458816700002,"Nys, J","Nys, J.","Nys, J","Nys, J."
WOS:000458816700002,"Pilloni, A","Pilloni, A.","Pilloni, A","Pilloni, A."
WOS:000458816700002,"Szczepaniak, AP","Szczepaniak, A. P.","Szczepaniak, AP","Szczepaniak, A. P."
WOS:000458816700002,"Fox, G","Fox, G.","Fox, GC","Fox, Geoffrey C."
WOS:000457731900012,"Borner, K","Boerner, Katy","Borner, K","Borner, Katy"
WOS:000457731900012,"Bueckle, A","Bueckle, Andreas","Bueckle, A","Bueckle, Andreas"
WOS:000457731900012,"Ginda, M","Ginda, Michael","Ginda, M","Ginda, Michael"
WOS:000463804800009,"Lam, TJ","Lam, Tony J.","Lam, TJ","Lam, Tony J."
WOS:000463804800009,"Ye, YZ","Ye, Yuzhen","Ye, YZ","Ye, Yuzhen"
WOS:000460063500001,"Hsu, CH","Hsu, Ching-Hsien","Hsu, CH","Hsu, Ching-Hsien"
WOS:000460063500001,"Fox, G","Fox, Geoffrey","Fox, GC","Fox, Geoffrey C."
WOS:000460063500001,"Min, G","Min, Geyong","Min, G","Min, Geyong"
WOS:000460063500001,"Sharma, S","Sharma, Sugam","Sharma, S","Sharma, Sugam"
WOS:000457506400015,"Das, M","Das, Mayukh","Das, M","Das, Mayukh"
WOS:000457506400015,"Odom, P","Odom, Phillip","Odom, P","Odom, Phillip"
WOS:000457506400015,"Islam, MR","Islam, Md. Rakibul","Islam, MR","Islam, Md. Rakibul"
WOS:000457506400015,"Doppa, JR","Doppa, Janardhan Rao (Jana)","Doppa, JR","Doppa, Janardhan Rao (Jana)"
WOS:000457506400015,"Roth, D","Roth, Dan","Roth, D","Roth, Dan"
WOS:000457506400015,"Natarajan, S","Natarajan, Sriraam","Natarajan, S","Natarajan, Sriraam"
WOS:000455847200004,"Kennedy, RE","Kennedy, Richard E.","Kennedy, RE","Kennedy, Richard E."
WOS:000455847200004,"Williams, CP","Williams, Courtney P.","Williams, CP","Williams, Courtney P."
WOS:000455847200004,"Sawyer, P","Sawyer, Patricia","Sawyer, P","Sawyer, Patricia"
WOS:000455847200004,"Lo, AX","Lo, Alexander X.","Lo, AX","Lo, Alexander X."
WOS:000455847200004,"Connelly, K","Connelly, Kay","Connelly, KH","Connelly, Kay H."
WOS:000455847200004,"Nassel, A","Nassel, Ariann","Nassel, A","Nassel, Ariann"
WOS:000455847200004,"Brown, CJ","Brown, Cynthia J.","Brown, CJ","Brown, Cynthia J."
WOS:000474467904059,"Hasan, R","Hasan, Rakibul","Hasan, R","Hasan, Rakibul"
WOS:000474467904059,"Li, YF","Li, Yifang","Li, YF","Li, Yifang"
WOS:000474467904059,"Hassan, E","Hassan, Eman","Hassan, E","Hassan, Eman"
WOS:000474467904059,"Caine, K","Caine, Kelly","Caine, K","Caine, Kelly"
WOS:000474467904059,"Crandall, DJ","Crandall, David J.","Crandall, DJ","Crandall, David J."
WOS:000474467904059,"Hoyle, R","Hoyle, Roberto","Hoyle, R","Hoyle, Roberto"
WOS:000474467904059,"Kapadia, A","Kapadia, Apu","Kapadia, A","Kapadia, Apu"
WOS:000472795300074,"Jelen, B","Jelen, Ben","Jelen, B","Jelen, Ben"
WOS:000472795300074,"Freeman, A","Freeman, Anne","Freeman, A","Freeman, Anne"
WOS:000472795300074,"Narayanan, M","Narayanan, Mina","Narayanan, M","Narayanan, Mina"
WOS:000472795300074,"Sanders, KM","Sanders, Kate M.","Sanders, KM","Sanders, Kate M."
WOS:000472795300074,"Clawson, J","Clawson, James","Clawson, J","Clawson, James"
WOS:000472795300074,"Siek, KA","Siek, Katie A.","Siek, KA","Siek, Katie A."
WOS:000469423400158,"Lee, J","Lee, Jangwon","Lee, J","Lee, Jangwon"
WOS:000469423400158,"Doosti, B","Doosti, Bardia","Doosti, B","Doosti, Bardia"
WOS:000469423400158,"Gu, YP","Gu, Yupeng","Gu, YP","Gu, Yupeng"
WOS:000469423400158,"Cartledge, D","Cartledge, David","Cartledge, D","Cartledge, David"
WOS:000469423400158,"Crandall, DJ","Crandall, David J.","Crandall, DJ","Crandall, David J."
WOS:000469423400158,"Raphael, C","Raphael, Christopher","Raphael, C","Raphael, Christopher"
WOS:000467076100012,"Marcu, G","Marcu, Gabriela","Marcu, G","Marcu, Gabriela"
WOS:000467076100012,"Connelly, KH","Connelly, Kay H.","Connelly, KH","Connelly, Kay H."
WOS:000467076100012,"Caro, K","Caro, Karina","Caro, K","Caro, Karina"
WOS:000467076100012,"Brewer, R","Brewer, Robin","Brewer, R","Brewer, Robin"
WOS:000467076100012,"Maestre, JF","Maestre, Juan Fernando","Maestre, JF","Maestre, Juan Fernando"
WOS:000467076100012,"Harrington, CN","Harrington, Christina N.","Harrington, CN","Harrington, Christina N."
WOS:000461866400037,"Simmons, S","Simmons, Sean","Simmons, S","Simmons, Sean"
WOS:000461866400037,"Berger, B","Berger, Bonnie","Berger, B","Berger, Bonnie"
WOS:000461866400037,"Sahinalp, C","Sahinalp, Cenk","Sahinalp, CS","Sahinalp, Cenk S."
WOS:000461866400020,"Brenner, SE","Brenner, Steven E.","Brenner, SE","Brenner, Steven E."
WOS:000461866400020,"Mesirov, JP","Mesirov, Jill P.","Mesirov, JP","Mesirov, Jill P."
WOS:000461866400020,"Bulyk, M","Bulyk, Martha","Bulyk, M","Bulyk, Martha"
WOS:000461866400020,"Morgan, AA","Morgan, Alexander A.","Morgan, AA","Morgan, Alexander A."
WOS:000461866400020,"Crawford, DC","Crawford, Dana C.","Crawford, DC","Crawford, Dana C."
WOS:000461866400020,"Radivojac, P","Radivojac, Predrag","Radivojac, P","Radivojac, Predrag"
WOS:000461866400022,"Han, W","Han, Wontack","Han, W","Han, Wontack"
WOS:000461866400022,"Ye, YZ","Ye, Yuzhen","Ye, YZ","Ye, Yuzhen"
WOS:000461866400035,"Gursoy, G","Gursoy, Gamze","Gursoy, G","Gursoy, Gamze"
WOS:000461866400035,"Harmanci, A","Harmanci, Arif","Harmanci, A","Harmanci, Arif"
WOS:000461866400035,"Tang, HX","Tang, Haixu","Tang, HX","Tang, Haixu X."
WOS:000461866400035,"Ayday, E","Ayday, Erman","Ayday, E","Ayday, Erman"
WOS:000461866400035,"Brenner, SE","Brenner, Steven E.","Brenner, SE","Brenner, Steven E."
WOS:000459313900003,"Haghshenas, E","Haghshenas, Ehsan","Haghshenas, E","Haghshenas, Ehsan"
WOS:000459313900003,"Sahinalp, SC","Sahinalp, S. Cenk","Sahinalp, CS","Sahinalp, Cenk S."
WOS:000459313900003,"Hach, F","Hach, Faraz","Hach, F","Hach, Faraz"
WOS:000457547900090,"Rogers, J","Rogers, Jeffrey","Rogers, J","Rogers, Jeffrey"
WOS:000457547900090,"Raveendran, M","Raveendran, Muthuswamy","Raveendran, M","Raveendran, Muthuswamy"
WOS:000457547900090,"Harris, RA","Harris, R. Alan","Harris, RA","Harris, R. Alan"
WOS:000457547900090,"Mailund, T","Mailund, Thomas","Mailund, T","Mailund, Thomas"
WOS:000457547900090,"Leppala, K","Leppala, Kalle","Leppala, K","Leppala, Kalle"
WOS:000457547900090,"Athanasiadis, G","Athanasiadis, Georgios","Athanasiadis, G","Athanasiadis, Georgios"
WOS:000457547900090,"Schierup, MH","Schierup, Mikkel Heide","Schierup, MH","Schierup, Mikkel Heide"
WOS:000457547900090,"Cheng, J","Cheng, Jade","Cheng, J","Cheng, Jade"
WOS:000457547900090,"Munch, K","Munch, Kasper","Munch, K","Munch, Kasper"
WOS:000457547900090,"Walker, JA","Walker, Jerilyn A.","Walker, JA","Walker, Jerilyn A."
WOS:000457547900090,"Konkel, MK","Konkel, Miriam K.","Konkel, MK","Konkel, Miriam K."
WOS:000457547900090,"Jordan, V","Jordan, Vallmer","Jordan, V","Jordan, Vallmer"
WOS:000457547900090,"Steely, CJ","Steely, Cody J.","Steely, CJ","Steely, Cody J."
WOS:000457547900090,"Beckstrom, TO","Beckstrom, Thomas O.","Beckstrom, TO","Beckstrom, Thomas O."
WOS:000457547900090,"Bergey, C","Bergey, Christina","Bergey, C","Bergey, Christina"
WOS:000457547900090,"Burrell, A","Burrell, Andrew","Burrell, A","Burrell, Andrew"
WOS:000457547900090,"Schrempf, D","Schrempf, Dominik","Schrempf, D","Schrempf, Dominik"
WOS:000457547900090,"Noll, A","Noll, Angela","Noll, A","Noll, Angela"
WOS:000457547900090,"Kothe, M","Kothe, Maximillian","Kothe, M","Kothe, Maximillian"
WOS:000457547900090,"Kopp, GH","Kopp, Gisela H.","Kopp, GH","Kopp, Gisela H."
WOS:000457547900090,"Liu, Y","Liu, Yue","Liu, Y","Liu, Yue"
WOS:000457547900090,"Murali, S","Murali, Shwetha","Murali, S","Murali, Shwetha"
WOS:000457547900090,"Billis, K","Billis, Konstantinos","Billis, K","Billis, Konstantinos"
WOS:000457547900090,"Martin, FJ","Martin, Fergal J.","Martin, FJ","Martin, Fergal J."
WOS:000457547900090,"Muffato, M","Muffato, Matthieu","Muffato, M","Muffato, Matthieu"
WOS:000457547900090,"Cox, L","Cox, Laura","Cox, L","Cox, Laura"
WOS:000457547900090,"Else, J","Else, James","Else, J","Else, James"
WOS:000457547900090,"Disotell, T","Disotell, Todd","Disotell, T","Disotell, Todd"
WOS:000457547900090,"Muzny, DM","Muzny, Donna M.","Muzny, DM","Muzny, Donna M."
WOS:000457547900090,"Phillips-Conroy, J","Phillips-Conroy, Jane","Phillips-Conroy, J","Phillips-Conroy, Jane"
WOS:000457547900090,"Aken, B","Aken, Bronwen","Aken, B","Aken, Bronwen"
WOS:000457547900090,"Eichler, EE","Eichler, Evan E.","Eichler, EE","Eichler, Evan E."
WOS:000457547900090,"Marques-Bonet, T","Marques-Bonet, Tomas","Marques-Bonet, T","Marques-Bonet, Tomas"
WOS:000457547900090,"Kosiol, C","Kosiol, Carolin","Kosiol, C","Kosiol, Carolin"
WOS:000457547900090,"Batzer, MA","Batzer, Mark A.","Batzer, MA","Batzer, Mark A."
WOS:000457547900090,"Hahn, MW","Hahn, Matthew W.","Hahn, MW","Hahn, Matthew W."
WOS:000457547900090,"Tung, J","Tung, Jenny","Tung, J","Tung, Jenny"
WOS:000457547900090,"Zinner, D","Zinner, Dietmar","Zinner, D","Zinner, Dietmar"
WOS:000457547900090,"Roos, C","Roos, Christian","Roos, C","Roos, Christian"
WOS:000457547900090,"Jolly, CJ","Jolly, Clifford J.","Jolly, CJ","Jolly, Clifford J."
WOS:000457547900090,"Gibbs, RA","Gibbs, Richard A.","Gibbs, RA","Gibbs, Richard A."
WOS:000457547900090,"Worley, KC","Worley, Kim C.","Worley, KC","Worley, Kim C."
WOS:000457547900090,"Archidiacono, N","Archidiacono, Nicoletta","Archidiacono, N","Archidiacono, Nicoletta"
WOS:000457547900090,"Capozzi, O","Capozzi, Oronzo","Capozzi, O","Capozzi, Oronzo"
WOS:000457547900090,"Catacchio, CR","Catacchio, Claudia R.","Catacchio, CR","Catacchio, Claudia R."
WOS:000457547900090,"Dinh, HH","Dinh, Huyen H.","Dinh, HH","Dinh, Huyen H."
WOS:000457547900090,"Doddapaneni, H","Doddapaneni, HarshaVardhan","Doddapaneni, H","Doddapaneni, HarshaVardhan"
WOS:000457547900090,"Han, Y","Han, Yi","Han, Y","Han, Yi"
WOS:000457547900090,"Huddleston, J","Huddleston, John","Huddleston, J","Huddleston, John"
WOS:000457547900090,"Jhangiani, SN","Jhangiani, Shalini N.","Jhangiani, SN","Jhangiani, Shalini N."
WOS:000457547900090,"Karimpour-Fard, A","Karimpour-Fard, Anis","Karimpour-Fard, A","Karimpour-Fard, Anis"
WOS:000457547900090,"Korchina, V","Korchina, Viktoriya","Korchina, V","Korchina, Viktoriya"
WOS:000457547900090,"Kovar, CL","Kovar, Christie L.","Kovar, CL","Kovar, Christie L."
WOS:000457547900090,"Kuderna, L","Kuderna, Lukas","Kuderna, L","Kuderna, Lukas"
WOS:000457547900090,"Lee, SL","Lee, Sandra L.","Lee, SL","Lee, Sandra L."
WOS:000457547900090,"Liu, X","Liu, Xiaoming","Liu, X","Liu, Xiao-Ming"
WOS:000457547900090,"Marra-Campanale, A","Marra-Campanale, Alessia","Marra-Campanale, A","Marra-Campanale, Alessia"
WOS:000457547900090,"Mason, CE","Mason, Christopher E.","Mason, CE","Mason, Christopher E."
WOS:000457547900090,"Montero, MD","de Manuel Montero, Marc","Montero, MD","de Manuel Montero, Marc"
WOS:000457547900090,"Pagel, KA","Pagel, Kymberleigh A.","Pagel, KA","Pagel, Kymberleigh A."
WOS:000457547900090,"Palazzo, A","Palazzo, Antonio","Palazzo, A","Palazzo, Antonio"
WOS:000457547900090,"Pecotte, J","Pecotte, Jera","Pecotte, J","Pecotte, Jera"
WOS:000457547900090,"Pejaver, V","Pejaver, Vikas","Pejaver, V","Pejaver, Vikas"
WOS:000457547900090,"Pipes, L","Pipes, Lenore","Pipes, L","Pipes, Lenore"
WOS:000457547900090,"Quick, VS","Quick, Veronica Searles","Quick, VS","Quick, Veronica Searles"
