id,name,name-revised,fullname,fullname-revised
WOS:000424685100005,"Simpson, AH","Simpson, AH","Simpson, Adam H.","Simpson, Adam H."
WOS:000424685100005,"Bueckle, A","Bueckle, A","Bueckle, Andreas","Bueckle, Andreas"
WOS:000424685100005,"Goldstone, RL","Goldstone, RL","Goldstone, Robert L.","Goldstone, Robert L."
WOS:000414340200013,"Yao, XH","Yao, XH","Yao, Xiaohui","Yao, Xiaohui"
WOS:000414340200013,"Yan, JW","Yan, JW","Yan, Jingwen","Yan, Jingwen"
WOS:000414340200013,"Ginda, M","Ginda, M","Ginda, Michael","Ginda, Michael"
WOS:000414340200013,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000414340200013,"Saykin, AJ","Saykin, AJ","Saykin, Andrew J.","Saykin, Andrew J."
WOS:000414340200013,"Shen, L","Shen, L","Shen, Li","Shen, Li"
WOS:000411476500010,"Carpenter, JS","Carpenter, JS","Carpenter, Janet S.","Carpenter, Janet S."
WOS:000411476500010,"Laine, T","Laine, T","Laine, Tei","Laine, Tei"
WOS:000411476500010,"Harrison, B","Harrison, B","Harrison, Blake","Harrison, Blake"
WOS:000411476500010,"LePage, M","LePage, M","LePage, Meghan","LePage, Meghan"
WOS:000411476500010,"Pierce, T","Pierce, T","Pierce, Taran","Pierce, Taran"
WOS:000411476500010,"Hoteling, N","Hoteling, N","Hoteling, Nathan","Hoteling, Nathan"
WOS:000411476500010,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000411000300005,"Emmons, SR","Emmons, SR","Emmons, Scott R.","Emmons, Scott R."
WOS:000411000300005,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000411000300005,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000411059300012,"Murdock, J","Murdock, J","Murdock, Jaimie","Murdock, Jaimie"
WOS:000411059300012,"Allen, C","Allen, C","Allen, Colin","Allen, Colin"
WOS:000411059300012,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000411059300012,"Light, R","Light, R","Light, Robert","Light, Robert"
WOS:000411059300012,"McAlister, S","McAlister, S","McAlister, Simon","McAlister, Simon"
WOS:000411059300012,"Ravenscroft, A","Ravenscroft, A","Ravenscroft, Andrew","Ravenscroft, Andrew"
WOS:000411059300012,"Rose, R","Rose, R","Rose, Robert","Rose, Robert"
WOS:000411059300012,"Rose, D","Rose, D","Rose, Doori","Rose, Doori"
WOS:000411059300012,"Otsuka, J","Otsuka, J","Otsuka, Jun","Otsuka, Jun"
WOS:000411059300012,"Bourget, D","Bourget, D","Bourget, David","Bourget, David"
WOS:000411059300012,"Lawrence, J","Lawrence, J","Lawrence, John","Lawrence, John"
WOS:000411059300012,"Reed, C","Reed, C","Reed, Chris","Reed, Chris"
WOS:000402063000002,"Osili, UO","Osili, UO","Osili, Una O.","Osili, Una O."
WOS:000402063000002,"Ackerman, J","Ackerman, J","Ackerman, Jacqueline","Ackerman, Jacqueline"
WOS:000402063000002,"Kong, CH","Kong, CH","Kong, Chin Hua","Kong, Chin Hua"
WOS:000402063000002,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000402063000002,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000393748300023,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000393748300023,"Edmonds, B","Edmonds, B","Edmonds, Bruce","Edmonds, Bruce"
WOS:000393748300023,"Milojevic, S","Milojevic, S","Milojevic, Stasa","Milojevic, Stasa"
WOS:000393748300023,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000508234900196,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000508234900196,"Pentchev, V","Pentchev, V","Pentchev, Valentin","Pentchev, Valentin"
WOS:000508234900196,"Hutchinson, M","Hutchinson, M","Hutchinson, Matthew","Hutchinson, Matthew"
WOS:000508234900196,"Pringle, J","Pringle, J","Pringle, James","Pringle, James"
WOS:000508234900196,"Rollins, J","Rollins, J","Rollins, Jason","Rollins, Jason"
WOS:000508234900196,"Babuji, YN","Babuji, YN","Babuji, Yadu N.","Babuji, Yadu N."
WOS:000508234900196,"Duede, E","Duede, E","Duede, Eamon","Duede, Eamon"
WOS:000380005400216,"Emmons, S","Emmons, S","Emmons, Scott","Emmons, Scott"
WOS:000380005400216,"Kobourov, S","Kobourov, S","Kobourov, Stephen","Kobourov, Stephen"
WOS:000380005400216,"Gallant, M","Gallant, M","Gallant, Mike","Gallant, Mike"
WOS:000380005400216,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000378210400002,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000378210400002,"Maltese, A","Maltese, A","Maltese, Adam","Maltese, Adam"
WOS:000378210400002,"Balliet, RN","Balliet, RN","Balliet, Russell Nelson","Balliet, Russell Nelson"
WOS:000378210400002,"Heimlich, J","Heimlich, J","Heimlich, Joe","Heimlich, Joe"
WOS:000378029800110,"Knepper, R","Knepper, R","Knepper, Richard","Knepper, Richard"
WOS:000378029800110,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000384706800021,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000383738200001,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000467525100018,"Ginda, M","Ginda, M","Ginda, Michael","Ginda, Michael"
WOS:000467525100018,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000467525100018,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000359499400010,"Goldstone, RL","Goldstone, RL","Goldstone, Robert L.","Goldstone, Robert L."
WOS:000359499400010,"Pestilli, F","Pestilli, F","Pestilli, Franco","Pestilli, Franco"
WOS:000359499400010,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000358328200047,"Saket, B","Saket, B","Saket, Bahador","Saket, Bahador"
WOS:000358328200047,"Scheidegger, C","Scheidegger, C","Scheidegger, Carlos","Scheidegger, Carlos"
WOS:000358328200047,"Kobourov, SG","Kobourov, SG","Kobourov, Stephen G.","Kobourov, Stephen G."
WOS:000358328200047,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000352134700188,"Lariviere, V","Lariviere, V","Lariviere, Vincent","Lariviere, Vincent"
WOS:000352134700188,"Haustein, S","Haustein, S","Haustein, Stefanie","Haustein, Stefanie"
WOS:000352134700188,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000380499700044,"Patel, K","Patel, K","Patel, Kishor","Patel, Kishor"
WOS:000380499700044,"Govoni, S","Govoni, S","Govoni, Sergio","Govoni, Sergio"
WOS:000380499700044,"Athavale, A","Athavale, A","Athavale, Ashwini","Athavale, Ashwini"
WOS:000380499700044,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000380499700044,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000380499700133,"Jibu, M","Jibu, M","Jibu, Mari","Jibu, Mari"
WOS:000380499700133,"Osabe, Y","Osabe, Y","Osabe, Yoshiyuki","Osabe, Yoshiyuki"
WOS:000380499700133,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000540378700090,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000540378700043,"Kutz, DO","Kutz, DO","Kutz, Daniel O.","Kutz, Daniel O."
WOS:000540378700043,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000540378700043,"Allgood, EF","Allgood, EF","Allgood, Elisha F.","Allgood, Elisha F."
WOS:000540378700056,"Herr, BW","Herr, BW","Herr, Bruce W., II","Herr, Bruce W., II"
WOS:000540378700056,"Burns, GAPC","Burns, GAPC","Burns, Gully A. P. C.","Burns, Gully A. P. C."
WOS:000540378700056,"Newman, D","Newman, D","Newman, David","Newman, David"
WOS:000540378700056,"Talley, E","Talley, E","Talley, Edmund","Talley, Edmund"
WOS:000540378700057,"Bollen, J","Bollen, J","Bollen, Johan","Bollen, Johan"
WOS:000540378700057,"Van de Sompel, H","Van de Sompel, H","Van de Sompel, Herbert","Van de Sompel, Herbert"
WOS:000540378700057,"Hagberg, A","Hagberg, A","Hagberg, Aric","Hagberg, Aric"
WOS:000540378700057,"Bettencourt, LMA","Bettencourt, LMA","Bettencourt, Luis M. A.","Bettencourt, Luis M. A."
WOS:000540378700057,"Rodriguez, MA","Rodriguez, MA","Rodriguez, Marko A.","Rodriguez, Marko A."
WOS:000540378700057,"Chute, R","Chute, R","Chute, Ryan","Chute, Ryan"
WOS:000540378700057,"Balakireva, L","Balakireva, L","Balakireva, Lyudmila","Balakireva, Lyudmila"
WOS:000540378700062,"Hagmann, P","Hagmann, P","Hagmann, Patric","Hagmann, Patric"
WOS:000540378700062,"Sporns, O","Sporns, O","Sporns, Olaf","Sporns, Olaf"
WOS:000540378700067,"Walsh, JA","Walsh, JA","Walsh, John A.","Walsh, John A."
WOS:000540378700067,"Berker, D","Berker, D","Berker, Devin","Berker, Devin"
WOS:000540378700067,"Demarest, B","Demarest, B","Demarest, Bradford","Demarest, Bradford"
WOS:000540378700067,"Tweedy, J","Tweedy, J","Tweedy, Jonathan","Tweedy, Jonathan"
WOS:000540378700067,"Michaelidou, T","Michaelidou, T","Michaelidou, Theodora","Michaelidou, Theodora"
WOS:000540378700067,"Pence, L","Pence, L","Pence, Laura","Pence, Laura"
WOS:000540378700070,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000540378700070,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000540378700079,"Becker, D","Becker, D","Becker, Devin","Becker, Devin"
WOS:000540378700079,"Riley, J","Riley, J","Riley, Jenn","Riley, Jenn"
WOS:000344991700068,"Saket, B","Saket, B","Saket, Bahador","Saket, Bahador"
WOS:000344991700068,"Simonetto, P","Simonetto, P","Simonetto, Paolo","Simonetto, Paolo"
WOS:000344991700068,"Kobourov, S","Kobourov, S","Kobourov, Stephen","Kobourov, Stephen"
WOS:000344991700068,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000343609900030,"Reijnhoudt, L","Reijnhoudt, L","Reijnhoudt, Linda","Reijnhoudt, Linda"
WOS:000343609900030,"Costas, R","Costas, R","Costas, Rodrigo","Costas, Rodrigo"
WOS:000343609900030,"Noyons, E","Noyons, E","Noyons, Ed","Noyons, Ed"
WOS:000343609900030,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000343609900030,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000343609900038,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000343609900038,"Polley, DE","Polley, DE","Polley, David E.","Polley, David E."
WOS:000343609900038,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000342987400009,"Schreiber, F","Schreiber, F","Schreiber, Falk","Schreiber, Falk"
WOS:000342987400009,"Kerren, A","Kerren, A","Kerren, Andreas","Kerren, Andreas"
WOS:000342987400009,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000342987400009,"Hagen, H","Hagen, H","Hagen, Hans","Hagen, Hans"
WOS:000342987400009,"Zeckzer, D","Zeckzer, D","Zeckzer, Dirk","Zeckzer, Dirk"
WOS:000318807000015,"Chen, YW","Chen, YW","Chen, Yunwei","Chen, Yunwei"
WOS:000318807000015,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000318807000015,"Fang, S","Fang, S","Fang, Shu","Fang, Shu"
WOS:000316252500042,"Skupin, A","Skupin, A","Skupin, Andre","Skupin, Andre"
WOS:000316252500042,"Biberstine, JR","Biberstine, JR","Biberstine, Joseph R.","Biberstine, Joseph R."
WOS:000316252500042,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000314394800003,"Mazloumian, A","Mazloumian, A","Mazloumian, Amin","Mazloumian, Amin"
WOS:000314394800003,"Helbing, D","Helbing, D","Helbing, Dirk","Helbing, Dirk"
WOS:000314394800003,"Lozano, S","Lozano, S","Lozano, Sergi","Lozano, Sergi"
WOS:000314394800003,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000314394800003,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000353961700105,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000353961700105,"Polley, DE","Polley, DE","Polley, David E.","Polley, David E."
WOS:000353961700105,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000353961700125,"Reijnhoudt, L","Reijnhoudt, L","Reijnhoudt, Linda","Reijnhoudt, Linda"
WOS:000353961700125,"Costas, R","Costas, R","Costas, Rodrigo","Costas, Rodrigo"
WOS:000353961700125,"Noyons, E","Noyons, E","Noyons, Ed","Noyons, Ed"
WOS:000353961700125,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000353961700125,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000349249800005,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000349249800005,"Theriault, T","Theriault, T","Theriault, Todd","Theriault, Todd"
WOS:000349249800005,"Gniady, T","Gniady, T","Gniady, Tassie","Gniady, Tassie"
WOS:000455376400070,"Murdock, J","Murdock, J","Murdock, Jaimie","Murdock, Jaimie"
WOS:000455376400070,"Light, R","Light, R","Light, Robert","Light, Robert"
WOS:000455376400070,"Allen, C","Allen, C","Allen, Colin","Allen, Colin"
WOS:000455376400070,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000312246900009,"van Harmelen, F","van Harmelen, F","van Harmelen, F.","van Harmelen, F."
WOS:000312246900009,"Kampis, G","Kampis, G","Kampis, G.","Kampis, G."
WOS:000312246900009,"Borner, K","Borner, K","Boerner, K.","Borner, Katy"
WOS:000312246900009,"van den Besselaar, P","van den Besselaar, P","van den Besselaar, P.","van den Besselaar, P."
WOS:000312246900009,"Schultes, E","Schultes, E","Schultes, E.","Schultes, E."
WOS:000312246900009,"Goble, C","Goble, C","Goble, C.","Goble, C."
WOS:000312246900009,"Groth, P","Groth, P","Groth, P.","Groth, P."
WOS:000312246900009,"Mons, B","Mons, B","Mons, B.","Mons, B."
WOS:000312246900009,"Anderson, S","Anderson, S","Anderson, S.","Anderson, S."
WOS:000312246900009,"Decker, S","Decker, S","Decker, S.","Decker, S."
WOS:000312246900009,"Hayes, C","Hayes, C","Hayes, C.","Hayes, C."
WOS:000312246900009,"Buecheler, T","Buecheler, T","Buecheler, T.","Buecheler, T."
WOS:000312246900009,"Helbing, D","Helbing, D","Helbing, D.","Helbing, D."
WOS:000306815300016,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000306366400009,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000306366400009,"Klavans, R","Klavans, R","Klavans, Richard","Klavans, Richard"
WOS:000306366400009,"Patek, M","Patek, M","Patek, Michael","Patek, Michael"
WOS:000306366400009,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000306366400009,"Biberstine, JR","Biberstine, JR","Biberstine, Joseph R.","Biberstine, Joseph R."
WOS:000306366400009,"Light, RP","Light, RP","Light, Robert P.","Light, Robert P."
WOS:000306366400009,"Lariviere, V","Lariviere, V","Lariviere, Vincent","Lariviere, Vincent"
WOS:000306366400009,"Boyack, KW","Boyack, KW","Boyack, Kevin W.","Boyack, Kevin W."
WOS:000302478200024,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000302478200024,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000304017900003,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000304017900003,"Boyack, KW","Boyack, KW","Boyack, Kevin W.","Boyack, Kevin W."
WOS:000304017900003,"Milojevic, S","Milojevic, S","Milojevic, Stasa","Milojevic, Stasa"
WOS:000304017900003,"Morris, S","Morris, S","Morris, Steven","Morris, Steven"
WOS:000304017900001,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000304017900001,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000304017900001,"van den Besselaar, P","van den Besselaar, P","van den Besselaar, Peter","van den Besselaar, Peter"
WOS:000304017900010,"van den Besselaar, P","van den Besselaar, P","van den Besselaar, Peter","van den Besselaar, Peter"
WOS:000304017900010,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000304017900010,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000294839200025,"Guo, HN","Guo, HN","Guo, Hanning","Guo, Hanning"
WOS:000294839200025,"Weingart, S","Weingart, S","Weingart, Scott","Weingart, Scott"
WOS:000294839200025,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000294839200020,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000294839200020,"Glanzel, W","Glanzel, W","Glanzel, Wolfgang","Glanzel, Wolfgang"
WOS:000294839200020,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000294839200020,"van den Besselaar, P","van den Besselaar, P","van den Besselaar, Peter","van den Besselaar, Peter"
WOS:000288514600022,"Boyack, KW","Boyack, KW","Boyack, Kevin W.","Boyack, Kevin W."
WOS:000288514600022,"Newman, D","Newman, D","Newman, David","Newman, David"
WOS:000288514600022,"Duhon, RJ","Duhon, RJ","Duhon, Russell J.","Duhon, Russell J."
WOS:000288514600022,"Klavans, R","Klavans, R","Klavans, Richard","Klavans, Richard"
WOS:000288514600022,"Patek, M","Patek, M","Patek, Michael","Patek, Michael"
WOS:000288514600022,"Biberstine, JR","Biberstine, JR","Biberstine, Joseph R.","Biberstine, Joseph R."
WOS:000288514600022,"Schijvenaars, B","Schijvenaars, B","Schijvenaars, Bob","Schijvenaars, Bob"
WOS:000288514600022,"Skupin, A","Skupin, A","Skupin, Andre","Skupin, Andre"
WOS:000288514600022,"Ma, NAL","Ma, NAL","Ma, Nianli","Ma, Nianli"
WOS:000288514600022,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000289938200025,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000305337100096,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000305337100096,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000285626000002,"Wagner, CS","Wagner, CS","Wagner, Caroline S.","Wagner, Caroline S."
WOS:000285626000002,"Roessner, JD","Roessner, JD","Roessner, J. David","Roessner, J. David"
WOS:000285626000002,"Bobb, K","Bobb, K","Bobb, Kamau","Bobb, Kamau"
WOS:000285626000002,"Klein, JT","Klein, JT","Klein, Julie Thompson","Klein, Julie Thompson"
WOS:000285626000002,"Boyack, KW","Boyack, KW","Boyack, Kevin W.","Boyack, Kevin W."
WOS:000285626000002,"Keyton, J","Keyton, J","Keyton, Joann","Keyton, Joann"
WOS:000285626000002,"Rafols, I","Rafols, I","Rafols, Ismael","Rafols, Ismael"
WOS:000285626000002,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000283509500018,"Falk-Krzesinski, HJ","Falk-Krzesinski, HJ","Falk-Krzesinski, Holly J.","Falk-Krzesinski, Holly J."
WOS:000283509500018,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000283509500018,"Contractor, N","Contractor, N","Contractor, Noshir","Contractor, Noshir"
WOS:000283509500018,"Fiore, SM","Fiore, SM","Fiore, Stephen M.","Fiore, Stephen M."
WOS:000283509500018,"Hall, KL","Hall, KL","Hall, Kara L.","Hall, Kara L."
WOS:000283509500018,"Keyton, J","Keyton, J","Keyton, Joann","Keyton, Joann"
WOS:000283509500018,"Spring, B","Spring, B","Spring, Bonnie","Spring, Bonnie"
WOS:000283509500018,"Stokols, D","Stokols, D","Stokols, Daniel","Stokols, Daniel"
WOS:000283509500018,"Trochim, W","Trochim, W","Trochim, William","Trochim, William"
WOS:000283509500018,"Uzzi, B","Uzzi, B","Uzzi, Brian","Uzzi, Brian"
WOS:000288437200001,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000288437200001,"Contractor, N","Contractor, N","Contractor, Noshir","Contractor, Noshir"
WOS:000288437200001,"Falk-Krzesinski, HJ","Falk-Krzesinski, HJ","Falk-Krzesinski, Holly J.","Falk-Krzesinski, Holly J."
WOS:000288437200001,"Fiore, SM","Fiore, SM","Fiore, Stephen M.","Fiore, Stephen M."
WOS:000288437200001,"Hall, KL","Hall, KL","Hall, Kara L.","Hall, Kara L."
WOS:000288437200001,"Keyton, J","Keyton, J","Keyton, Joann","Keyton, Joann"
WOS:000288437200001,"Spring, B","Spring, B","Spring, Bonnie","Spring, Bonnie"
WOS:000288437200001,"Stokols, D","Stokols, D","Stokols, Daniel","Stokols, Daniel"
WOS:000288437200001,"Trochim, W","Trochim, W","Trochim, William","Trochim, William"
WOS:000288437200001,"Uzzi, B","Uzzi, B","Uzzi, Brian","Uzzi, Brian"
WOS:000277418400020,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000277418400020,"Huang, WX","Huang, WX","Huang, Weixia","Huang, Weixia"
WOS:000277418400020,"Linnemeier, M","Linnemeier, M","Linnemeier, Micah","Linnemeier, Micah"
WOS:000277418400020,"Duhon, RJ","Duhon, RJ","Duhon, Russell J.","Duhon, Russell J."
WOS:000277418400020,"Phillips, P","Phillips, P","Phillips, Patrick","Phillips, Patrick"
WOS:000277418400020,"Ma, NL","Ma, NL","Ma, Nianli","Ma, Nianli"
WOS:000277418400020,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000277418400020,"Guo, HN","Guo, HN","Guo, Hanning","Guo, Hanning"
WOS:000277418400020,"Price, MA","Price, MA","Price, Mark A.","Price, Mark A."
WOS:000284854200046,"Ding, Y","Ding, Y","Ding, Ying","Ding, Ying"
WOS:000284854200046,"Sun, YY","Sun, YY","Sun, Yuyin","Sun, Yuyin"
WOS:000284854200046,"Chen, B","Chen, B","Chen, Bin","Chen, Bin"
WOS:000284854200046,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000284854200046,"Ding, L","Ding, L","Ding, Li","Ding, Li"
WOS:000284854200046,"Wild, D","Wild, D","Wild, David","Wild, David"
WOS:000284854200046,"Wu, M","Wu, M","Wu, Melanie","Wu, Melanie"
WOS:000284854200046,"DiFranzo, D","DiFranzo, D","DiFranzo, Dominic","DiFranzo, Dominic"
WOS:000284854200046,"Fuenzalida, AG","Fuenzalida, AG","Fuenzalida, Alvaro Graves","Fuenzalida, Alvaro Graves"
WOS:000284854200046,"Li, DF","Li, DF","Li, Daifeng","Li, Daifeng"
WOS:000284854200046,"Milojevic, S","Milojevic, S","Milojevic, Stasa","Milojevic, Stasa"
WOS:000284854200046,"Chen, SS","Chen, SS","Chen, ShanShan","Chen, ShanShan"
WOS:000284854200046,"Sankaranarayanan, M","Sankaranarayanan, M","Sankaranarayanan, Madhuvanthi","Sankaranarayanan, Madhuvanthi"
WOS:000284854200046,"Toma, I","Toma, I","Toma, Ioan","Toma, Ioan"
WOS:000280121900028,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000280121900028,"Conover, M","Conover, M","Conover, Michael","Conover, Michael"
WOS:000280121900028,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000268350400016,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000268350400016,"Ma, NL","Ma, NL","Ma, Nianli","Ma, Nianli"
WOS:000268350400016,"Duhon, RJ","Duhon, RJ","Duhon, Russell J.","Duhon, Russell J."
WOS:000268350400016,"Zoss, AM","Zoss, AM","Zoss, Angela M.","Zoss, Angela M."
WOS:000267144200001,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000267144200001,"Scharnhorst, A","Scharnhorst, A","Scharnhorst, Andrea","Scharnhorst, Andrea"
WOS:000265778100001,"LaRowe, G","LaRowe, G","LaRowe, Gavin","LaRowe, Gavin"
WOS:000265778100001,"Ambre, S","Ambre, S","Ambre, Sumeet","Ambre, Sumeet"
WOS:000265778100001,"Burgoon, J","Burgoon, J","Burgoon, John","Burgoon, John"
WOS:000265778100001,"Ke, W","Ke, W","Ke, Weimao","Ke, Weimao"
WOS:000265778100001,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000264487900003,"Boyack, KW","Boyack, KW","Boyack, Kevin W.","Boyack, Kevin W."
WOS:000264487900003,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000264487900003,"Klavans, R","Klavans, R","Klavans, Richard","Klavans, Richard"
WOS:000271080100009,"Borner, K","Borner, K","Boerner, Katy","Borner, Katy"
WOS:000271080100009,"Huang, BN","Huang, BN","Huang, Bonnie (Weixia)","Huang, Bonnie (Weixia)"
WOS:000271080100009,"Linnemeier, M","Linnemeier, M","Linnemeier, Micah","Linnemeier, Micah"
WOS:000271080100009,"Duhon, RJ","Duhon, RJ","Duhon, Russell J.","Duhon, Russell J."
WOS:000271080100009,"Phillips, P","Phillips, P","Phillips, Patrick","Phillips, Patrick"
WOS:000271080100009,"Ma, NNL","Ma, NNL","Ma, Ninali","Ma, Ninali"
WOS:000271080100009,"Zoss, A","Zoss, A","Zoss, Angela","Zoss, Angela"
WOS:000271080100009,"Guo, HN","Guo, HN","Guo, Hanning","Guo, Hanning"
WOS:000271080100009,"Price, MA","Price, MA","Price, Mark A.","Price, Mark A."
WOS:000257564800019,"Mons, B","Mons, B","Mons, Barend","Mons, Barend"
WOS:000257564800019,"Ashburner, M","Ashburner, M","Ashburner, Michael","Ashburner, Michael"
WOS:000257564800019,"Chichester, C","Chichester, C","Chichester, Christine","Chichester, Christine"
WOS:000257564800019,"van Mulligen, E","van Mulligen, E","van Mulligen, Erik","van Mulligen, Erik"
WOS:000257564800019,"Weeber, M","Weeber, M","Weeber, Marc","Weeber, Marc"
WOS:000257564800019,"den Dunnen, J","den Dunnen, J","den Dunnen, Johan","den Dunnen, Johan"
WOS:000257564800019,"van Ommen, GJ","van Ommen, GJ","van Ommen, Gert-Jan","van Ommen, Gert-Jan"
WOS:000257564800019,"Musen, M","Musen, M","Musen, Mark","Musen, Mark"
WOS:000257564800019,"Cockerill, M","Cockerill, M","Cockerill, Matthew","Cockerill, Matthew"
WOS:000257564800019,"Hermjakob, H","Hermjakob, H","Hermjakob, Henning","Hermjakob, Henning"
WOS:000257564800019,"Mons, A","Mons, A","Mons, Albert","Mons, Albert"
WOS:000257564800019,"Packer, A","Packer, A","Packer, Abel","Packer, Abel"
WOS:000257564800019,"Pacheco, R","Pacheco, R","Pacheco, Roberto","Pacheco, Roberto"
WOS:000257564800019,"Lewis, S","Lewis, S","Lewis, Suzanna","Lewis, Suzanna"
WOS:000257564800019,"Berkeley, A","Berkeley, A","Berkeley, Alfred","Berkeley, Alfred"
WOS:000257564800019,"Melton, W","Melton, W","Melton, William","Melton, William"
WOS:000257564800019,"Barris, N","Barris, N","Barris, Nickolas","Barris, Nickolas"
WOS:000257564800019,"Wales, J","Wales, J","Wales, Jimmy","Wales, Jimmy"
WOS:000257564800019,"Meijssen, G","Meijssen, G","Meijssen, Gerard","Meijssen, Gerard"
WOS:000257564800019,"Moeller, E","Moeller, E","Moeller, Erik","Moeller, Erik"
WOS:000257564800019,"Roes, PJ","Roes, PJ","Roes, Peter Jan","Roes, Peter Jan"
WOS:000257564800019,"Borner, K","Borner, K","Borner, Katy","Borner, Katy"
